Time in Microseconds,No of Lines
703058,182
514773,34
513176,28
587337,88
506133,32
529694,40
533728,42
579216,84
535973,42
525406,36
535502,42
522892,40
521132,32
507657,30
519086,32
513197,38
524939,36
513565,28
544199,40
694539,180
519857,28
538048,46
502070,28
532708,40
523522,30
520561,28
515664,30
514979,26
522759,30
498876,30
517936,30
520640,30
548961,52
524834,28
529606,36
530532,28
528296,38
537925,44
534216,40
521494,28
871672,330
507905,28
523921,28
523843,28
533074,34
568533,66
518169,22
660268,136
522139,24
528825,32
508207,30
513236,20
529979,30
534094,34
551085,50
526035,30
531045,30
555279,50
558605,50
514743,30
533426,34
551528,54
548191,44
775026,228
535123,32
539093,34
534112,32
535245,34
517365,34
551959,44
571251,62
643873,140
530000,42
526063,24
531217,28
536729,34
532130,34
538699,34
552412,42
553945,58
528967,24
513810,24
527467,28
532591,26
539793,34
532128,26
531113,26
540002,30
590731,74
557417,58
532596,28
574620,62
661410,132
584712,64
558971,44
530562,26
533563,26
682827,146
532936,26
527310,26
512518,26
541470,32
544770,34
550789,42
571007,52
577407,60
530825,28
520999,30
538305,30
566920,52
662990,124
545373,30
569622,50
561576,52
549520,34
523359,20
534311,20
532437,20
538217,26
575340,56
520279,20
520288,26
580107,56
586136,64
538433,22
550705,32
561654,42
605141,94
527738,22
526074,22
584152,58
546845,32
789808,228
551016,28
548969,30
548180,28
549046,30
529409,30
543926,28
570231,46
552681,40
537055,30
573724,48
601697,62
566819,36
563449,42
566897,40
563703,40
535099,32
559128,36
589206,62
546483,30
547143,22
546011,22
533862,28
569338,42
527588,22
570752,52
574448,60
563151,32
656361,126
558597,32
565560,38
556778,28
561261,32
551505,28
631536,88
569858,42
558883,42
569505,44
559378,32
552516,32
558117,30
595673,58
598759,58
547133,32
576805,36
561983,28
555512,32
542227,24
566859,56
556943,28
555482,24
560910,30
574742,38
714662,148
557512,24
583524,48
548423,26
674185,128
555183,24
578311,36
566441,30
563464,28
595133,52
608320,86
584900,44
563306,28
549098,28
567870,28
566812,28
583509,44
567268,28
560549,24
562873,24
553553,28
538497,26
568608,32
538773,24
564937,28
568568,28
548571,22
560034,32
543551,26
587809,42
575249,38
797510,232
568638,26
545413,26
565159,26
560472,24
557746,26
553275,24
592345,44
606159,54
582915,44
600264,46
567903,24
565753,28
555995,20
560879,20
566041,24
568286,28
577624,36
564242,40
549150,24
661874,122
580145,30
556792,30
571068,26
660471,104
571455,24
561843,32
578180,36
576700,28
608420,68
620226,78
604048,50
553507,24
600315,62
562533,28
589896,46
582150,20
643196,74
562411,16
635563,72
562301,16
564791,16
571060,20
571817,20
583022,30
580223,30
584057,30
619817,58
581342,44
555808,28
604119,44
571725,26
593985,46
562601,28
635917,70
584943,30
603669,42
613255,42
594465,36
583272,42
584069,34
575027,32
601974,46
765408,172
610336,68
572163,32
608089,44
586943,44
587806,36
635526,68
596020,26
561487,26
592042,28
583987,26
588217,26
637489,84
595767,32
658461,86
593553,30
595535,30
596597,32
607001,48
607372,24
630883,40
667265,80
594693,30
611384,38
628719,56
607345,36
587277,30
590922,30
607974,38
597707,30
616793,42
600217,30
592090,30
632641,54
590176,30
588896,30
642428,64
601345,36
597918,30
658171,78
602969,38
574598,30
595814,26
614138,40
597988,28
601472,28
607279,34
593176,28
598613,28
611375,38
588323,38
604434,34
613723,38
600355,42
624653,46
582398,30
721162,134
621438,64
585667,34
616413,40
585382,34
612130,38
593592,34
619809,56
609341,32
615133,34
606599,28
586797,28
635961,50
645363,68
603162,30
780735,190
607669,28
614783,36
605179,24
600582,26
613244,32
602776,26
590264,26
599648,32
615914,32
619302,36
581636,26
601470,22
597284,22
629052,44
660405,70
597156,34
580194,22
673407,76
613041,44
671575,76
616471,32
606641,24
610883,30
609303,26
656390,60
598443,24
645040,74
616815,38
596859,32
609817,26
604408,38
625591,34
616927,28
617643,28
603075,24
627610,38
619880,28
706438,104
605971,24
633985,42
619179,30
619988,28
633991,46
622572,38
638999,42
631289,36
628062,34
619994,28
620255,28
659463,54
622397,30
627767,32
628889,36
671880,74
643910,44
634736,34
657651,58
626473,44
633160,36
655754,36
641294,44
603741,28
625016,28
613112,20
611573,18
596901,24
705223,86
657419,56
660170,64
606609,20
619313,24
670105,62
620550,34
630130,32
632738,48
653023,46
647465,50
666609,58
637569,36
666266,62
635271,34
617491,36
629743,36
618290,40
714474,116
653963,46
776793,146
625899,30
635841,34
643607,44
641098,36
628550,28
674915,54
626827,44
699749,78
641293,40
660490,44
630213,28
638749,52
655795,44
637677,32
627505,34
711902,64
639692,28
653370,40
610190,28
634115,30
613005,30
620259,34
642327,34
622510,22
705117,96
661617,44
609847,22
650897,30
634386,24
632139,34
676127,62
643146,36
632268,22
622478,24
630528,36
640747,36
636079,32
703919,82
654793,38
673280,38
649882,32
628507,36
654695,36
623338,32
657476,46
642429,36
653335,34
652313,34
665113,46
645517,46
644617,26
643080,26
642440,26
643459,26
652368,32
649418,32
663470,44
647506,26
736402,88
664263,40
625524,26
668373,44
677678,68
656706,32
651130,26
648529,24
647463,28
642081,24
655990,32
682328,52
662396,56
658740,44
688323,56
638274,24
667824,36
710483,68
660149,34
687654,50
686203,68
672800,54
661768,34
674666,46
650958,36
768393,120
650136,22
619319,22
655984,30
679116,48
664641,30
699953,48
688102,52
722467,102
622346,22
644671,22
702155,64
671609,28
663789,36
663468,30
680651,46
739366,88
657765,32
672903,34
645059,30
656629,30
663029,26
639013,18
652354,18
687376,56
652567,26
656518,26
655540,20
681778,56
710557,64
686835,56
657048,34
688525,44
636444,26
663835,36
649613,26
650852,38
636572,26
678733,36
657195,36
732399,82
662093,28
700810,56
669739,30
677929,36
675801,30
654239,38
670543,28
667304,32
694908,46
684576,40
674168,28
679242,34
676621,28
686605,60
682444,30
650094,30
704845,54
677087,30
673095,30
674811,38
680524,30
687523,36
648359,30
681728,52
647058,24
667985,34
641327,24
663548,28
657508,26
701397,70
658489,30
674113,24
668508,22
686750,30
708723,72
729806,70
673400,36
675826,40
677269,28
753844,90
671662,26
672192,24
661847,30
659587,30
658192,24
660770,24
674730,32
680575,24
649848,24
672433,24
689909,20
709884,46
688254,28
676184,28
705502,46
679481,24
657054,28
743861,98
692016,38
694811,36
689904,30
687379,30
711044,46
665392,36
692612,40
684119,34
698774,34
725766,50
771900,98
688604,50
690241,30
694588,30
699948,38
695336,30
691392,30
685335,30
666068,30
693840,30
681599,28
790561,106
704394,34
695613,28
696297,28
728379,70
698285,32
694946,28
708954,40
673894,28
698744,40
678219,28
691756,30
725719,50
703118,46
662068,18
694148,26
694796,26
697309,26
678536,26
712474,40
696729,26
742930,64
700166,22
735533,56
769058,92
694778,22
689060,22
662211,24
679488,24
686805,24
701301,30
715923,42
705868,30
708757,30
703574,28
673192,30
928780,234
715318,32
701130,42
715467,30
881565,172
731706,56
709957,30
743199,54
717608,38
674967,26
730900,36
750264,64
783924,72
707719,36
728003,42
679046,26
743140,52
732074,46
694458,18
676933,24
702035,26
711145,28
685348,24
706094,28
704963,24
762115,70
703166,22
936763,214
757082,82
701265,20
709850,24
733137,42
721539,58
709655,24
709417,24
711459,28
719509,30
739648,50
758342,64
705567,26
713250,26
720284,26
696679,26
726163,36
707628,26
719748,26
736982,40
736090,44
711883,24
697872,26
712042,34
704881,24
728763,50
769432,94
725584,34
736193,56
718900,28
766607,64
707787,28
760500,82
714876,28
722797,28
918238,200
721683,42
720628,28
728906,40
789198,80
740260,38
707881,34
738288,38
789460,72
832315,122
723131,34
730668,34
700328,30
767726,76
711765,36
891778,168
719295,26
720785,22
730652,28
757330,64
758963,54
730680,26
895890,166
723946,28
723327,36
736540,30
731892,28
730045,28
732757,28
869756,158
763610,52
748238,42
704875,32
759151,40
745952,40
763132,46
745829,34
765373,54
731761,26
734445,28
704208,26
779172,62
724717,26
888990,150
768985,54
755361,64
712058,30
767771,52
733069,24
741330,24
733395,28
785586,64
742649,54
808101,86
756107,40
718537,22
736128,24
894624,152
709141,24
737939,24
778922,70
712323,24
730070,30
741517,30
747633,32
741478,28
748252,30
739443,26
735736,30
747351,30
746457,30
748740,30
767163,44
825493,98
748668,26
781760,50
743609,50
742931,26
739132,26
757784,26
754838,26
719640,34
1142908,364
766460,46
747837,32
748275,32
747050,26
788808,58
764129,36
726647,32
742830,26
787468,58
719615,26
750886,30
760418,34
771512,44
726418,26
751738,26
751027,26
770421,64
761036,34
732274,26
746322,30
916316,184
824968,76
764779,32
739871,32
759088,32
761212,32
782360,52
773869,42
772715,42
737620,32
849952,100
798977,58
743962,28
802454,58
764845,32
752251,46
747476,28
762467,28
757584,30
789802,48
746370,20
762787,54
777125,40
803722,78
779192,40
744882,26
755211,44
785879,46
737604,26
754133,46
781130,62
757054,34
807301,52
790935,52
761994,52
739096,32
768694,36
831729,82
773163,32
792952,44
1080384,290
776182,32
885604,116
762953,30
779272,34
815809,66
760170,34
786138,40
775396,40
747742,34
783967,40
767740,32
773540,30
758374,42
777986,30
752355,38
775240,30
776153,30
766528,30
756040,38
775702,28
776927,36
806299,50
799771,64
809282,52
943786,168
1043213,248
802022,48
756764,26
803325,36
764977,30
871494,122
802772,40
813840,50
775159,36
758438,36
800927,42
775739,36
774152,30
784683,28
746274,20
750365,26
800767,56
914887,142
774674,20
766085,22
838420,70
794708,36
784162,30
789671,30
788924,28
791125,32
786264,50
791868,38
812067,50
789187,34
827996,58
793475,32
814524,50
776388,32
794064,32
873514,88
795398,32
833586,60
1463896,604
825130,54
831359,60
804120,32
786570,32
800211,32
800845,30
814951,44
804752,42
812802,42
792182,24
782093,42
876439,94
791061,24
772659,24
794826,28
766264,32
795770,26
874441,90
803835,32
804028,32
772082,32
802495,32
898837,104
818261,46
813894,36
820558,58
805230,30
812924,34
800838,30
807057,32
799793,26
768120,32
808961,34
776775,30
805759,34
789859,34
1438090,574
801634,30
818462,36
801228,26
771519,28
791153,34
799106,26
807343,52
807939,28
918345,118
798334,26
826126,36
852845,72
804507,24
820649,38
803263,24
792788,24
777033,24
833121,52
784052,30
802199,28
815519,30
818499,44
801933,48
803155,32
817636,32
825081,36
835043,44
801699,28
865495,76
812218,24
799827,26
777898,26
806158,22
809127,24
860802,64
800072,28
818600,26
830021,36
850430,52
917784,136
798065,20
845549,50
843100,52
843793,42
809270,20
832585,38
802015,24
1034887,204
846633,38
831684,38
822790,30
897584,92
829317,30
802854,30
824177,54
820667,28
1182541,342
824605,24
829183,28
858086,40
825461,28
833300,34
850342,46
831893,32
861532,54
829039,28
827078,28
843687,40
827288,36
831248,26
822057,30
810537,26
830460,26
798241,26
827252,26
804312,26
833418,36
844318,36
832065,24
945356,138
835773,28
851182,40
847739,38
905803,82
856646,40
829736,24
791653,24
827940,24
1357773,480
838662,34
842212,50
842499,30
894408,80
840280,36
844686,34
848353,34
824304,28
819488,36
853666,32
833121,32
838596,28
853465,40
969717,132
880773,62
953759,116
865349,48
854410,40
890217,84
827622,28
858629,38
823199,28
854788,34
844757,28
872806,48
925669,92
820292,28
889234,56
877794,62
837391,26
844159,26
863670,38
841733,24
837707,32
865516,40
866438,52
834541,26
890753,64
1000246,168
850542,28
859569,32
875409,46
871533,56
1071274,214
854174,28
896761,66
822947,32
847055,28
927601,82
862263,36
1049058,186
952613,114
874072,42
879096,42
947394,100
919136,76
838753,44
865494,50
836678,30
867935,46
849353,20
840799,28
891193,60
832306,28
906895,64
876392,62
831778,34
821147,26
854506,34
871409,36
853741,46
889911,44
884166,44
860727,24
935325,84
837694,24
873912,44
892246,62
999423,130
855858,18
881969,38
859919,24
865582,36
873710,32
847979,24
846057,16
844653,18
862567,24
848834,20
870721,30
889808,48
878190,34
885346,32
871608,36
893340,48
1024881,158
855352,30
872348,42
863464,24
862978,38
915109,58
879247,38
912737,72
876141,30
879307,48
890876,38
882251,36
913654,70
876214,30
939271,74
877930,28
894064,40
871362,28
889577,40
865437,28
898325,40
880108,32
849320,28
866088,28
872346,28
903517,46
920009,62
876646,26
840843,28
920666,58
882055,32
856462,24
877152,24
864339,32
873860,26
885574,26
875870,22
873637,32
902027,42
898911,42
843371,24
839231,24
867626,32
912494,48
899796,36
897293,32
901067,34
928806,60
938117,64
891788,30
1423373,514
1052780,162
901371,42
921788,54
892495,26
891859,32
903706,42
886207,20
855317,26
923002,48
845952,20
972048,118
905945,40
876657,22
879473,30
896681,34
1036380,138
914522,54
889784,34
891734,30
899892,32
874377,28
905093,32
902538,30
876297,26
974881,86
999099,112
910913,32
867775,26
906164,30
926874,56
903887,28
888960,30
1017665,112
912831,38
903787,40
983444,90
906803,42
1231998,302
852317,20
921161,40
897739,38
888041,20
888241,26
939025,52
928653,66
888948,42
946151,56
871106,32
888741,32
942641,60
922290,40
907418,28
999248,110
971804,54
979382,74
945374,56
952380,60
898404,28
948078,60
934078,50
926167,46
921075,38
917851,34
943259,50
916800,30
886194,24
895873,22
929815,50
949284,62
926480,52
921724,42
916376,30
959694,62
915078,36
926702,34
921832,30
935149,38
924967,30
934200,46
925668,34
919341,28
891760,32
916006,34
945884,46
931054,46
971772,68
934415,38
923370,30
909200,30
917287,34
946236,46
920264,30
952106,46
932828,22
901263,24
921036,22
925523,26
921268,60
944074,46
939003,40
922239,26
879041,22
898003,34
919548,22
919275,32
944756,48
935032,32
925742,52
918836,20
897519,22
1119534,184
920965,22
910673,20
947409,32
934568,28
939646,52
1192801,234
951630,40
1026548,38
1083207,54
1001503,38
964426,40
1001554,38
1047392,74
1004394,40
1003018,50
996127,38
985604,28
1384768,348
970602,26
976475,26
1010641,28
1006364,26
1038461,40
1001720,28
1033581,40
1073548,38
994753,30
1013914,34
1098156,98
1008425,40
1055249,44
1027075,34
1001813,30
1020271,34
1026341,30
1012086,42
1069994,96
991432,28
994421,32
1043243,56
998370,42
981590,24
994840,22
1036169,34
1094072,28
1033234,30
1074705,64
1026337,32
1014767,24
1009305,24
1026370,66
1021355,48
1043911,32
1040473,28
1171869,120
1054181,32
1004310,36
1125136,90
1063435,36
1074172,36
1025425,36
1056239,36
1021140,32
1042913,32
1053220,30
1076122,54
1077191,52
1073782,48
1025353,32
1046958,46
1052360,32
1037089,28
1059532,38
1068481,36
1066825,28
1029563,26
1001349,20
1001373,28
1046652,36
1056562,32
1117064,78
1092818,50
1085196,34
1070880,32
1081839,42
1057205,30
1046029,24
1100672,26
1071685,24
1037852,22
1070742,46
1104116,30
1058121,24
1159927,86
1175669,76
1087697,34
1042731,20
1140175,72
1095068,38
1032240,20
1083101,24
1166841,32
1079638,32
1102299,28
1110115,46
1245511,132
1049093,28
1083580,28
1087120,38
1119146,38
1177742,28
1068055,28
1126517,52
1248951,122
1115270,34
1167939,56
1100803,42
1090271,46
1058048,28
1064710,26
1082023,46
1052740,28
1063926,32
1100414,46
1065802,30
1128154,52
1094097,46
1112234,38
1090254,44
1075739,32
1101406,46
1069210,26
1096482,32
1094245,30
1085272,58
1126931,56
1065427,30
1172254,46
1149870,54
1099788,30
1088938,30
1112901,28
1081147,36
1162016,60
1357518,234
1083374,30
1156689,60
1120666,30
1100791,30
1179577,52
1198605,42
1121907,32
1147370,34
1184518,40
1182197,32
1128836,28
1115057,30
1225470,98
1218739,102
1110959,50
1085923,24
1143941,28
1146792,38
1138483,32
1186043,54
1123172,26
1104817,26
1121001,32
1163886,26
1209607,38
1171864,34
1246665,26
1317477,36
1295534,90
1134934,28
1202596,44
1175466,28
1152323,34
1171703,38
1189955,44
1165478,44
1235214,86
1291216,192
1091562,34
1164952,46
1150115,34
1167980,34
1232971,50
1204209,46
1285195,74
1352102,34
1174072,38
1230268,60
1310634,124
1144102,34
1181679,36
1145272,26
1201118,36
1139127,36
1145482,26
1182422,36
1250907,44
1542892,164
1190029,30
1286039,50
1169570,34
1108298,30
1127400,34
1148676,50
1141845,40
1154961,30
1146793,46
1132669,44
1118187,30
1124311,50
1117933,30
1171544,56
1136908,32
1299369,172
1107895,30
1152234,30
1150917,30
1154049,50
1573964,418
1181032,52
1129818,40
1117583,30
1130995,50
1113089,42
1143807,38
1169452,40
1150120,32
1161347,32
1118443,38
1120611,38
1194301,38
1124161,40
1124575,30
1120413,40
1109080,30
1350843,180
1146953,38
1141422,44
1166272,46
1135959,30
1109606,30
1160597,62
1139364,30
1178798,52
1161461,60
1463087,284
1122557,32
1113941,30
1144388,38
1085868,42
1102577,24
1126953,38
1106685,26
1104076,48
1187312,64
1178501,58
1155977,42
1156334,26
1146728,26
1244425,114
1147724,28
1192190,82
1129422,40
1220162,90
1170801,60
1230953,114
1137912,32
1155255,52
1140334,30
1120338,30
1244497,108
1180837,72
1294537,136
1208481,88
1118627,30
1085005,24
1156578,54
1208238,70
1176468,72
1150722,30
1118291,28
1137460,30
1145707,32
1172935,66
1124281,30
1185583,46
1203203,82
1246848,54
1225590,22
1195568,36
1202012,22
1193053,64
1153693,34
1182194,22
1235699,22
1243669,28
1253246,34
1192625,30
1172595,30
1201451,30
1241161,42
1231799,34
1246995,46
1259035,62
1311962,34
1239483,36
1227990,30
1188853,34
1335203,158
1170011,34
1186770,28
1274592,56
1154385,28
1181836,32
1267610,82
1348396,82
1390281,116
1247662,28
1367725,52
1252125,26
1274533,46
1235695,40
1203781,26
1252771,36
1336396,86
1181062,24
1174258,28
1168338,26
1184747,44
1194025,32
1181042,26
1172145,20
1242082,78
1248825,42
1193518,46
1206828,36
1299690,106
1307273,100
1180894,30
1207621,52
1202412,44
1199470,36
1208180,44
1172476,22
1184527,48
1185253,50
1130222,28
1169452,22
1275716,88
1152982,22
1183113,22
1239828,48
1213343,22
1198643,32
1269377,66
1259477,54
1228271,22
1255013,58
1166572,20
1195771,44
1187824,20
1267610,50
1309500,38
1410227,44
1292522,22
1243673,20
1251650,58
1255644,26
1222732,26
1220705,32
1214752,26
1218739,26
1176821,28
1214752,32
1264618,32
1271599,32
1317474,80
1297529,36
1262392,28
1352283,82
1232309,38
1226503,28
1287105,64
1256917,40
1291060,82
1402973,166
1272879,64
1265734,30
1257845,32
1264463,30
1277513,70
1214752,42
1204340,28
1396823,180
1246541,58
1226904,54
1336335,120
1256770,38
1248784,54
1282184,28
1234267,32
1440012,200
1234332,26
1229517,46
1184296,28
1217906,38
1201302,38
1177483,24
1191713,22
1236174,36
1208368,24
1239879,26
1254450,52
1203790,24
1228979,32
1212859,24
1218983,24
1280536,56
1281360,62
1246034,26
1240002,30
1269143,36
1237084,44
1209145,30
1226186,32
1251104,60
1238154,26
1147346,22
1190548,24
1197954,26
1202537,36
1247352,26
1244005,52
1238899,46
1245379,26
1230226,24
1453474,230
1252241,54
1202691,40
1287715,84
1241768,36
1211353,34
1249602,40
1252136,46
1245011,66
1228166,30
1211188,32
1260804,34
1264324,32
1466860,190
1212919,40
1214412,32
1191931,32
1254147,36
1247593,24
1299838,78
1291520,44
1256383,30
1291653,30
1262794,30
1220244,30
1229162,40
1239941,30
1253888,54
1280340,70
1232838,40
1261967,54
1225170,24
1237660,30
1246879,56
1235640,24
1317492,82
1279922,56
1272406,26
1273165,60
1297287,24
1261323,34
1317427,26
1267326,24
1363215,58
1238515,22
1258861,36
1265605,36
1269722,52
1266867,40
1203571,24
1235952,34
1274943,48
1238556,40
1223814,32
1255726,38
1355886,112
1300961,66
1206170,40
1265953,64
1216327,28
1260273,24
1250070,48
1255082,32
1291097,88
1262794,28
1287603,48
1269728,58
1298174,58
1229675,24
1303482,34
1530886,246
1287084,28
1279003,42
1276990,30
1269995,44
1304545,48
1323134,78
1329505,88
1269108,54
1266810,28
1258804,44
1291709,48
1300391,48
1301825,36
1273724,42
1243046,36
1301000,42
1263865,28
1275408,34
1277845,58
1281287,28
1261079,30
1281288,48
1267085,30
1278659,64
1295169,54
1272965,32
1384097,98
1279445,30
1416022,154
1596754,274
1276828,34
1262495,32
1262589,28
1257283,34
1213617,30
1249735,34
1238338,32
1268778,50
1289692,46
1277834,42
1268070,42
1267547,32
1225510,34
1464342,184
1286255,42
1263627,34
1305066,50
1218441,34
1316430,50
1290355,40
1252886,24
1250592,26
1251141,20
1268022,28
1302960,50
1262033,28
1311982,20
1295476,20
1357681,56
1306400,42
1321353,50
1318159,30
1318707,26
1329410,26
1324007,30
1297884,30
1275648,26
1280843,44
1256742,26
1339321,62
1366849,24
1335640,38
1353569,78
1288980,38
1265350,30
1284758,26
1307444,42
1295054,40
1676430,322
1318954,30
1308612,36
1311438,30
1337252,34
1323539,32
1308658,30
1295304,36
1313410,34
1272256,36
1273935,54
1319558,72
1283127,28
1326468,38
1356109,52
1327992,36
1283871,26
1308531,38
1331420,32
1335629,36
1314317,36
1394145,78
1324915,28
1287860,28
1347112,48
1316242,52
1273974,40
1311881,54
1305386,28
1285027,36
1288022,24
1421019,56
1310740,46
1262483,28
1328262,30
1302040,28
1325615,58
1318607,56
1367260,46
1334336,26
1312421,46
1290156,26
1358459,40
1347950,76
1287271,30
1396473,26
1500962,168
1323701,46
1256917,26
1438446,106
1313673,28
1374881,72
1361249,24
1342067,34
1331736,36
1440773,96
1361358,22
1316508,28
1456979,24
1312740,24
1398540,56
1305008,28
1329851,50
1327122,26
1340710,68
1317655,22
1309375,24
1320463,22
1292645,22
1285509,22
1351843,68
1300997,24
1318669,30
1370326,56
1312871,32
1382296,50
1324627,30
1325814,34
1338653,40
1322856,38
1348526,36
1318071,38
1368104,32
1327462,22
1335227,46
1367373,74
1293512,24
1436730,78
1356660,38
1411086,64
1324781,26
1332013,34
1357781,36
1503174,40
1513441,22
1344953,36
1352122,24
1362077,34
1310327,22
1382299,26
1414689,34
1413786,24
1408231,36
1428179,36
1519604,92
1417077,30
1371316,24
1491749,38
1425412,66
1375561,56
1345401,16
1475059,56
1613685,68
1328687,20
1356944,24
1382681,22
1335714,22
1378785,26
1357840,36
1355420,20
1344832,22
1404297,38
1341567,26
1397356,38
1335582,26
1324430,26
1330705,30
1364378,38
1387003,26
1421051,42
1405219,26
1401622,44
1455295,30
1403398,30
1459906,60
1421267,40
1394195,28
1468752,30
1391325,22
1437980,66
1403074,46
1394464,64
1386372,32
1489622,30
1391031,40
1386682,30
1351852,32
1348348,40
1370542,40
1377792,36
1433726,100
1360823,32
1379595,56
1363594,32
1374575,24
1371523,22
1339069,22
1318271,22
1371473,28
1381362,22
1484427,46
1421489,40
1408457,40
1388551,26
1559052,36
1446040,28
1411632,26
1359882,24
1371743,26
1483770,86
1385432,40
1368354,26
1424684,24
1408212,26
1504688,116
1367067,24
1392667,28
1636320,208
1351287,24
1443613,76
1371673,38
1416680,40
1409060,58
1480574,38
1608453,48
1486076,64
1424454,50
1497011,46
1478185,38
1502727,26
1621654,50
1524198,26
1494786,28
1485746,54
1452161,38
1421707,54
1467403,32
1718357,242
1453962,22
1452021,28
1443852,28
1473342,36
1427840,32
1401068,40
1404268,34
1688169,308
1492786,142
1437335,96
1304207,30
1279263,30
1368034,30
1373520,30
1353955,24
1346591,30
1392770,24
1321529,24
1338291,30
1387426,28
1443481,64
1441311,86
1431945,58
1384951,40
1355051,28
1394811,42
1413794,42
1367059,42
1327507,22
1363577,30
1330265,24
1306606,22
1321636,22
1426692,74
1333293,44
1326320,40
1458254,50
1410617,32
1356415,28
1381131,30
1422913,50
1347209,32
1405491,36
1509433,36
1372626,30
1521317,40
1443138,30
1383840,40
1391740,42
1369093,42
1383975,30
1339541,40
1362651,28
1342176,40
1508321,200
1285472,24
1339619,26
1339439,26
1337250,24
1321014,24
1361269,62
1374854,62
1329707,76
1319577,20
1343732,32
1331135,38
1297881,44
1344346,30
1295816,32
1363703,52
1660628,350
1308891,30
1347531,42
1367734,52
1341914,30
1334323,30
1330414,28
1298316,30
1344247,44
1334057,28
1331717,40
1327523,28
1299039,28
1351792,46
1387108,74
1455679,124
1331525,30
1321169,30
1384675,68
1288671,28
1375221,68
1307836,34
1358159,48
1346034,68
1355086,36
1351897,30
1339295,26
1285805,28
1336974,26
1295909,26
1379810,54
1373471,58
1325479,26
1322762,28
1318845,28
1447125,158
1280061,24
1871562,496
1378065,54
1351560,36
1289370,34
1311175,24
1360737,44
1311470,44
1482185,140
1350210,28
1348923,38
1336841,28
1294199,38
1435621,130
1527210,212
1299119,22
1326768,30
1395766,82
1430139,140
1327266,24
1348104,42
1359537,46
1371806,48
1341933,38
1380035,42
1320304,40
1353644,38
1362981,26
1376875,44
1584892,202
1586909,206
1365293,34
1349781,40
1333867,42
1345759,36
1338879,28
1378949,52
1345149,38
1360405,34
1303316,28
1343859,62
1369330,48
1284119,28
1361678,40
1365458,40
1375453,36
1362406,34
1303881,34
1333477,26
1355700,26
1390257,56
1350735,34
1350895,56
1367624,40
1361437,26
1359932,32
1336784,20
1346551,26
1352889,26
1365753,48
1345515,18
1383528,48
1360062,38
1338558,38
1348693,34
1363846,40
1349288,22
1329541,48
1328131,20
1371966,34
1427909,78
1320070,20
1344943,52
1365227,32
1381227,84
1379004,52
1356543,20
1355419,28
1373675,28
1339695,28
1335610,46
1363657,28
1365966,30
1309510,28
1363627,28
1450593,98
1376550,38
1369761,30
1363971,22
1437568,82
1363824,64
1314318,36
1344200,44
1309284,24
1312944,28
1372354,36
1369781,32
1401182,68
1425762,66
1435445,78
1426092,102
1358482,34
1372724,24
1349655,20
1394867,52
1383741,34
1346530,34
1380172,46
1345876,32
1345228,32
1414132,88
1367808,28
1420031,60
1341809,36
1398280,42
1395646,68
1387978,36
1352952,20
1513506,34
1327208,30
1435890,72
1481700,124
1350809,34
1398786,52
1415620,76
1422834,56
1528115,134
1392158,30
1421097,52
1402789,44
1388546,28
1423911,76
1377274,28
1426782,58
1389952,28
1344354,42
1372057,40
1455478,98
1359836,34
1407270,86
1387817,70
1363108,24
1393101,34
1376359,34
1386995,34
1391321,26
1403225,30
1391734,26
2209805,722
1417721,52
1377920,52
1412180,36
1420226,48
1342140,36
1374523,30
1450624,74
1442629,60
1388020,30
1452590,68
1410810,32
1397743,32
1385366,32
1371973,42
1379071,42
1349489,24
1545490,188
1385326,26
1371231,28
1388126,50
1412363,30
1436525,50
1366587,38
1408676,30
1420092,32
1379815,24
1367395,38
1382587,38
1411381,30
1410832,28
1432236,42
1424283,52
1370915,24
1382776,52
1357896,30
1391151,40
1424938,64
1357505,30
1379702,30
1406294,26
1506435,100
1426149,46
1413362,46
1397964,26
1492915,112
1511586,120
1545275,144
1438599,44
1465185,88
1392538,30
1424898,74
1436366,30
1743535,116
1551123,22
1574105,36
1492416,36
1559406,66
1471923,26
1443313,22
1393452,36
1472247,24
1452622,24
1452360,42
1505802,54
1512778,24
1694404,226
1507780,84
1447528,24
1464156,50
1434929,26
1409760,30
1458455,58
1480083,54
1494413,54
1498341,98
1439118,30
1414675,26
1398479,34
1390552,22
1408577,22
1446239,38
1424918,22
1379458,24
1616421,160
1446885,38
1487452,80
1460464,38
1452740,22
1446577,22
1665485,180
1509892,68
1499430,34
1480043,34
1470333,52
1431017,24
1449124,34
1511513,88
1433139,34
1441388,40
1498668,58
1457155,28
1436513,26
1443492,30
1429467,34
1460609,46
1428661,26
1440505,26
1397443,26
1448546,42
1434025,22
1596258,150
1461181,28
1399813,28
1444149,26
1634152,170
1446817,54
1555542,146
1432431,36
1448939,20
1511613,54
1568375,134
1440099,28
1461078,48
1709469,226
1474920,30
1458295,34
1469826,30
1463552,30
1467333,48
1434166,46
1474051,36
1534897,78
1408994,28
1542562,78
1462480,26
1476182,34
1494992,52
1466669,26
1468822,36
1461889,26
1525451,104
1491809,44
1400627,26
1531946,76
1416873,26
1483141,44
1484209,40
1477727,30
1444676,38
1454259,26
1489751,50
1472484,76
1489131,50
2099966,610
1533993,82
1425431,24
1516739,54
2136386,610
1526033,56
1428866,18
1491452,34
1467972,16
1459373,20
1465292,16
1444972,24
1465697,16
1502982,20
1459302,22
1403268,18
1443105,38
1431186,24
1447625,24
1483175,24
1415855,24
1461242,36
1516402,70
1533338,80
1480462,24
1461199,24
