C,No of Lines
17569.6,52
92351.4,32
53165.4,32
53806.6,32
23718.7,44
74337.5,26
7742.29,90
4573.89,126
25862.3,48
6018.19,108
11926.7,72
80272.1,24
54857.6,30
57608.5,30
76120.5,24
80854.3,24
96104.7,22
32177.8,38
51737.9,34
99319.9,22
91822.0,22
29926.3,40
76194.5,26
62227.1,28
90312.3,22
66075.8,30
11705.0,70
80429.1,22
47674.5,30
60034.9,30
67321.1,28
10693.3,72
64297.0,30
63465.7,30
78949.5,22
11515.8,76
11251.0,80
20014.7,58
93758.0,24
57622.7,36
16505.8,66
11294.9,78
3156.4,136
11817.7,76
69091.7,30
51630.8,28
69760.8,28
47856.9,34
70212.6,28
60671.9,28
41070.8,34
59148.5,28
23354.0,46
68656.8,28
97777.9,22
39404.1,38
73931.5,30
98928.3,26
70774.5,32
96777.1,26
45955.2,38
30643.3,44
94130.6,26
98351.5,26
54626.1,34
33355.5,40
91526.4,26
98823.8,22
41080.0,40
4129.47,98
69415.4,30
69100.2,30
82427.4,30
60038.7,36
41764.1,40
23252.5,52
94580.7,26
93050.4,26
49087.9,40
2284.67,148
17573.6,56
15994.1,56
94102.8,26
30.4099,382
60147.9,32
26557.5,52
74764.7,36
91955.6,32
29328.1,46
24019.7,54
52652.0,40
34386.2,46
42649.2,42
62588.1,38
57526.6,38
23100.7,50
90198.5,28
53494.0,34
10378.4,72
78936.8,34
29458.1,46
78823.1,34
84887.3,32
59726.6,34
42698.6,36
87888.8,22
71218.5,30
69658.6,34
30700.6,44
24438.9,44
38728.7,40
81696.0,24
80350.9,24
90621.4,22
70894.5,30
89267.0,36
67446.1,38
94398.0,32
58228.4,40
9834.26,80
22581.9,58
69339.4,38
1451.56,202
20576.8,58
7450.65,92
99800.0,20
46264.4,36
33821.7,42
18108.3,54
38243.4,38
6324.33,90
86801.4,26
98761.9,20
12152.1,72
76398.1,28
71856.3,28
99159.7,18
91704.7,20
78440.4,22
57233.7,30
27275.9,44
25066.6,44
50631.8,34
99776.0,18
43549.0,34
92561.3,22
9937.59,72
41037.0,34
82913.0,24
59643.9,30
60062.6,30
88206.2,24
33644.0,38
48944.0,32
35317.4,38
70771.3,24
71326.7,24
33616.7,40
89972.6,22
93225.4,22
33585.5,40
95854.5,22
37517.8,32
40024.9,32
88286.0,22
6450.48,100
39241.6,46
71613.7,40
27033.5,52
37669.4,46
77803.5,34
79463.6,34
9843.01,86
34582.0,48
81609.1,34
74769.7,26
94209.7,24
96777.2,24
97005.7,24
25127.2,54
40533.2,46
24053.1,56
77911.9,26
97812.7,24
36395.0,46
77162.2,22
59816.3,24
46678.8,28
98094.3,20
93075.8,20
98071.8,20
69519.2,22
68596.4,22
55092.0,26
62592.2,24
36438.6,40
92522.5,26
45136.6,36
51980.4,30
16618.5,46
8789.48,82
83092.0,26
90958.2,26
36434.8,40
45163.2,36
72699.3,26
36063.5,30
81253.4,24
54310.0,28
25916.3,42
49369.4,28
21351.5,50
84355.0,24
53706.0,28
49361.2,28
2915.65,132
88829.2,26
49230.2,32
49526.5,30
17047.0,54
77620.5,26
5119.15,106
44386.6,36
86730.4,26
9083.16,74
60727.8,36
84928.8,26
21902.2,64
95421.5,26
86752.5,26
97698.1,26
50020.1,38
30416.9,50
50291.6,38
46066.4,38
37383.7,42
50056.1,34
95227.6,26
39024.5,42
84210.0,26
95358.0,26
45634.1,36
28758.0,42
85038.5,26
57854.8,34
13498.0,66
34634.8,38
62051.4,30
10830.6,70
93700.0,22
71587.7,30
48879.0,34
52203.6,34
44093.8,34
23211.6,52
24864.4,48
19291.9,52
50594.8,30
48428.7,32
13150.9,66
11965.6,70
32934.6,42
67603.0,30
96950.5,24
34515.2,40
81865.9,28
59646.1,32
62382.4,32
30936.7,40
32335.9,40
95220.2,26
48394.2,32
89995.2,28
49789.1,32
11494.3,66
1199.06,204
99347.6,20
33599.4,36
81636.4,24
13672.8,62
54640.0,30
10001.7,72
91634.2,24
65254.7,28
20959.5,46
98918.4,24
24082.2,46
66694.3,28
48011.4,34
24796.6,46
73254.5,28
6293.07,82
8545.52,72
99229.4,24
80694.3,26
82150.6,30
33985.3,50
52400.3,38
71328.9,30
62957.8,34
40923.7,46
98009.4,28
48897.6,42
616.41,270
53771.4,38
53536.4,32
20296.7,54
80082.0,30
98986.3,22
69128.6,30
83566.7,30
42427.5,38
78768.4,30
23018.9,52
48725.2,34
14158.5,70
66179.0,34
48203.3,42
16036.0,68
12560.8,72
61753.8,36
15198.8,70
30768.9,50
6285.8,94
94127.1,26
10545.3,68
43683.3,36
68856.0,32
1372.35,200
55886.1,34
20745.3,52
23557.7,52
14261.6,60
5000.85,100
13817.3,62
70110.7,24
11497.0,64
15095.3,56
59163.7,26
48611.6,30
26858.8,44
43370.6,32
95146.0,24
87430.1,24
29561.0,42
45733.4,42
54305.9,38
98667.3,26
81864.1,26
79818.9,26
9015.27,78
26262.0,54
9241.48,78
37556.9,48
83389.0,26
21724.1,46
99045.5,28
2613.92,138
49744.9,36
4868.21,104
60518.5,30
71455.9,30
11908.7,70
12855.0,64
99474.0,28
46068.2,32
36359.1,34
58611.8,28
23236.6,42
68112.6,28
7300.16,78
90557.8,28
54130.0,28
55033.2,28
22414.7,42
95338.3,24
69928.2,28
88137.9,24
309.908,328
74170.9,26
8684.83,76
80169.5,24
4714.96,106
95890.6,24
61244.7,30
12701.6,68
25304.0,46
45254.7,38
15870.2,62
97737.6,22
10611.8,74
55986.6,34
75956.1,28
89072.4,22
75776.2,28
52522.6,34
95836.8,24
62391.8,34
93010.0,28
40949.2,36
78017.5,30
14600.5,56
82848.7,28
21723.0,52
7525.43,88
5523.85,86
81473.2,24
38219.1,38
12134.8,62
94022.5,24
80437.2,24
60599.8,26
61607.8,26
84126.1,24
47701.3,36
21404.2,52
30438.3,42
2198.64,154
95026.5,28
41595.0,40
89848.7,28
29444.6,44
41325.8,40
80305.1,28
46639.9,40
93399.4,26
55056.5,34
70673.6,30
93214.0,26
51095.2,36
79244.6,28
83533.4,28
2481.26,148
17891.5,56
88370.0,26
55164.0,34
85816.9,26
74548.3,30
54165.9,34
5749.72,100
99781.5,24
89887.8,26
83818.5,26
15810.6,58
8798.73,80
79742.5,26
55552.4,34
36400.4,38
26791.3,42
83646.0,26
26307.7,42
48789.7,38
7115.08,90
37351.2,38
20705.6,48
79250.2,24
89593.6,24
34620.0,38
68108.5,30
27702.3,40
18899.6,48
46748.2,30
94176.2,24
71310.4,30
26856.0,40
49845.5,30
61787.9,24
33579.7,38
40453.6,30
46416.4,30
33154.3,38
79796.8,20
30529.8,38
35381.8,36
63513.9,24
63897.5,26
27386.9,38
54483.3,30
49446.4,30
6643.48,84
57049.1,28
38064.2,36
22315.2,44
46570.9,30
43014.7,32
72292.9,22
9785.03,74
79895.0,22
25393.6,46
62237.8,28
19897.6,50
30809.5,44
2991.24,130
22217.5,50
9658.42,74
21394.6,52
72241.8,32
62436.2,34
47314.6,38
74128.7,32
27431.5,46
8161.85,84
84476.0,32
54997.4,34
36271.7,42
91344.5,24
38599.0,30
43698.0,30
78501.2,24
10531.0,72
65501.8,24
48894.0,28
98932.8,24
50718.0,28
37052.6,32
46081.6,30
3.65558,442
1073.7,230
29523.6,36
90347.8,24
73735.4,26
27729.4,36
35300.4,32
73657.1,26
22518.3,44
22861.7,56
8529.63,74
38346.2,36
97666.0,22
86280.5,22
90100.2,22
29268.9,46
84167.7,22
4228.19,112
93703.4,22
21301.1,56
36796.6,46
54484.9,30
11974.6,72
18741.9,56
3897.76,132
39570.1,42
98131.7,26
61371.2,28
75157.8,28
75638.7,24
95337.4,22
39021.0,36
53383.4,28
19604.0,58
49135.0,34
75805.1,24
75793.8,24
81285.1,22
43611.1,36
11479.6,78
56321.0,34
82944.2,32
74921.6,34
18723.3,64
98597.4,26
27770.9,48
93869.2,30
1232.03,216
25991.8,54
44301.2,30
63545.5,22
63758.2,22
67711.1,22
35103.7,32
80163.8,22
43743.7,30
99738.6,22
29984.3,38
15624.4,50
50191.3,32
46028.9,34
39123.0,40
22332.6,54
67343.3,32
71771.1,30
99627.6,26
69950.2,32
7942.62,82
77475.0,28
35923.5,38
36858.1,38
34452.4,38
62139.2,30
14884.3,62
42229.5,36
66655.8,26
2167.63,152
46051.1,36
51808.4,32
74505.5,30
92969.4,26
22694.1,48
2071.43,152
60235.3,34
18952.2,48
73087.7,30
60742.2,34
60263.2,34
96840.8,26
77721.4,28
66170.8,30
33393.8,44
1492.8,176
76800.4,28
17634.8,62
65005.8,30
26428.3,48
21433.4,60
38855.5,38
80674.9,30
44493.2,36
88041.2,30
98038.6,26
77794.6,30
22837.9,46
11506.6,64
31390.4,42
36402.1,40
71991.9,30
12566.6,60
16013.7,50
1570.85,164
80667.5,26
5287.04,88
77372.2,28
6997.34,78
84720.2,26
19419.9,50
4695.29,88
20281.5,52
31425.7,38
62068.2,32
68068.3,28
27185.4,40
97236.8,26
3302.73,128
50081.8,32
34890.0,38
67467.8,30
90954.0,20
38392.1,36
97999.6,16
61812.0,28
78919.3,22
32830.6,40
60997.6,28
16442.2,54
35019.0,38
20326.1,54
89266.7,20
90825.2,20
17653.8,56
84928.6,28
97168.7,20
82520.6,28
4979.78,114
748.068,270
41328.9,36
81043.2,28
20699.2,58
71646.8,26
3185.08,122
99579.6,24
1776.47,160
59632.3,34
71611.8,26
84674.4,24
94759.5,24
53877.8,38
12567.0,74
15515.5,66
62339.9,36
89563.5,36
17948.2,64
84492.8,36
59350.9,36
64864.4,36
57959.9,36
73837.2,36
3811.13,100
98780.1,24
83992.8,24
34000.1,34
52009.0,26
60743.6,26
69069.5,24
16482.5,60
98034.0,24
82815.9,24
16005.4,58
89647.7,24
72042.2,26
98386.0,24
79140.5,26
13554.0,58
94251.6,24
82273.6,26
28697.2,44
29947.2,40
39593.7,48
1824.08,184
13429.1,72
50476.7,38
6349.79,96
94439.0,32
12706.3,72
4995.4,102
76213.3,36
82469.2,36
71089.8,24
81817.8,22
97960.7,18
84157.5,22
22332.2,46
21273.5,54
33744.1,40
93690.6,18
82431.2,22
67602.8,24
13614.6,64
51562.4,30
85095.4,24
42301.0,34
59338.4,26
47949.1,32
91349.9,24
70100.4,26
83804.4,24
68533.3,26
38640.7,36
2923.56,136
94769.4,28
55758.1,36
99750.7,28
80072.8,28
71019.5,30
53721.3,36
65829.5,30
33566.6,36
86352.8,30
966.515,240
76787.7,30
95415.6,28
93510.8,28
63120.1,30
81269.4,30
11508.6,80
70002.0,30
69988.6,30
1083.11,208
90679.6,26
91443.3,26
17563.4,48
71052.8,28
17881.0,48
47714.4,30
37669.0,34
56948.8,28
5022.8,92
13070.6,58
59771.4,24
10942.8,64
1842.22,184
96728.8,22
89936.4,22
68098.1,22
82735.8,22
85171.4,22
19223.3,48
18654.0,52
94801.2,24
41370.6,36
41219.7,36
24376.3,44
27229.9,42
59099.6,32
13872.7,56
19750.0,52
17174.1,52
4093.18,114
63049.0,34
10092.0,76
30289.4,54
87639.8,28
58489.6,36
75072.0,28
63325.9,34
64422.6,34
44028.4,46
74445.8,28
19990.7,48
43860.8,32
26544.1,42
89333.2,28
51481.8,32
94199.4,24
24230.8,44
29034.9,36
93138.8,24
68313.0,28
16482.1,58
90366.1,26
20897.3,50
3714.6,122
80211.6,26
89324.3,26
22070.4,46
24773.9,42
59031.8,32
8228.5,84
72184.4,28
16421.2,60
11389.5,64
71814.9,28
12784.4,62
76717.8,26
90417.1,26
77135.3,26
79321.5,26
69821.0,26
90144.6,24
1642.71,176
53632.5,28
73459.9,24
49418.5,30
40488.2,30
38667.9,30
64851.8,26
64120.9,26
75221.8,22
4848.71,106
49688.6,34
54226.7,34
59009.8,34
10395.5,68
16490.8,56
28314.8,46
9757.26,70
28699.3,44
47907.6,34
53495.5,32
94446.4,26
67473.9,32
87677.5,28
98061.8,24
72744.5,32
21921.9,52
95254.8,26
20711.4,54
17296.7,56
71079.4,24
52120.1,34
58066.6,32
58241.1,32
50736.7,34
42138.0,34
75500.8,24
59094.9,32
8901.77,80
43272.0,38
89828.8,30
904.89,222
64875.8,32
60460.0,36
88397.9,30
69545.9,32
8101.84,86
89145.2,30
57242.4,36
97047.4,26
13544.8,58
7370.83,82
57152.5,32
80332.4,30
23444.6,50
64820.6,30
46274.3,34
5979.91,92
32002.0,44
94434.1,20
64319.9,32
74999.3,24
5661.01,98
47013.1,34
62741.2,32
66728.0,26
97968.7,20
40378.9,36
82442.6,24
34715.1,34
49373.7,30
40030.8,32
66174.6,26
31705.9,36
16707.0,56
99037.3,24
83132.4,24
86443.2,24
71437.8,24
68555.2,24
23117.6,44
19582.4,52
44892.5,28
36295.4,34
8476.43,78
93765.7,24
3413.02,134
13686.7,60
71603.2,24
51330.9,36
88647.9,28
70548.0,32
20836.4,48
79330.8,28
42558.9,38
35060.7,38
59689.2,34
83958.9,28
84229.1,28
75530.7,28
79876.6,28
35206.0,42
3501.62,122
15846.4,58
77742.5,28
79963.9,28
36127.7,40
74598.4,28
27272.4,42
18232.7,58
59474.0,36
96417.9,28
37467.6,48
25160.0,54
48080.8,42
17508.1,58
19922.1,58
49581.3,42
78934.4,32
33864.5,40
30342.8,46
5956.75,94
46051.6,36
43033.4,36
40774.9,36
66388.2,30
40568.2,36
90770.0,28
10895.0,64
43912.2,32
68683.7,28
13123.3,72
1588.24,184
74171.0,24
56333.8,28
88352.9,20
97679.8,20
53423.1,28
31558.9,40
72913.7,38
22048.8,48
8512.91,84
67551.4,38
50728.6,42
90801.5,28
27834.7,44
69700.9,38
96886.1,28
8830.64,84
96998.7,24
5759.97,90
49365.6,32
86088.9,26
51010.4,32
42827.3,36
31981.1,40
35679.3,40
90526.7,24
97855.2,24
22411.2,54
93329.8,20
95704.6,20
66580.7,34
23778.4,52
87495.9,22
30479.7,48
16437.9,58
23261.5,52
97047.4,20
86839.8,26
28558.7,38
88879.0,26
57416.1,32
72084.2,26
65999.1,28
4318.16,102
14416.1,56
10941.7,70
42692.7,36
13698.0,58
68441.7,28
81965.7,26
16234.9,56
95431.1,22
89982.4,26
95605.3,22
70104.9,28
94348.8,22
33753.8,40
20054.0,54
21791.5,50
6014.87,98
31508.7,38
72985.3,22
1965.12,172
71913.7,22
32844.9,38
35529.7,36
58295.9,28
83524.6,22
83937.3,22
76230.4,22
34801.1,36
25813.6,46
14296.4,60
79641.4,22
74162.2,22
26330.8,44
32253.8,36
80830.6,30
23351.0,46
96129.0,22
50818.1,34
44570.2,36
17684.9,54
12568.8,62
57617.5,32
33311.1,36
61730.6,32
19211.1,54
77378.7,32
77697.7,32
84686.5,32
42650.8,42
39914.3,44
63455.3,32
80428.8,32
66550.2,32
96473.6,32
96859.3,22
65286.9,24
45569.9,30
76532.6,24
25711.1,38
82604.5,24
72255.2,24
65633.0,24
41873.6,30
79504.6,24
5690.32,96
78093.1,26
92066.4,26
26920.7,44
44349.2,32
77449.6,26
59952.8,30
69567.2,28
8550.87,74
19320.4,50
14517.6,62
21168.1,50
24935.8,48
81992.1,30
68133.2,32
40639.8,36
20455.7,50
45311.1,36
90539.6,28
64331.5,32
14792.6,56
5849.46,88
83362.7,30
79115.0,30
22551.1,48
20426.9,52
47777.5,32
18012.7,52
43379.3,36
10791.8,66
28881.1,50
47372.1,40
66319.4,36
72677.5,32
54251.7,40
74043.1,32
90732.0,30
40954.8,40
38868.5,40
74503.0,32
51545.9,40
25062.4,48
20430.4,54
49601.4,40
33423.6,42
69088.2,32
72150.6,32
50068.7,40
94858.4,28
43642.4,40
1143.53,214
71477.2,30
22869.2,52
97712.8,24
59946.3,30
34378.3,42
61533.1,30
49030.2,34
82595.0,26
64005.8,30
62537.4,30
63928.2,30
41913.2,38
51183.2,32
31996.6,40
73022.6,30
14281.4,72
15610.5,68
72492.0,30
36042.1,38
65788.7,28
65263.1,28
54117.6,32
98264.8,24
86128.6,26
83553.1,26
99550.5,24
8683.82,86
54916.1,32
88516.9,26
30485.6,40
82407.1,24
40830.8,32
4970.51,100
88616.0,24
2425.48,144
11885.7,60
36142.9,38
18509.4,46
5384.01,98
31319.1,44
1469.76,194
72771.9,28
123.572,436
46001.8,34
49158.7,34
29112.0,46
98278.0,28
94960.3,28
38292.7,36
1723.79,168
10248.3,78
47939.0,38
70120.2,32
10755.8,78
25895.9,42
17718.2,56
15351.1,64
69151.9,32
41589.7,38
89554.0,24
55567.9,30
73564.5,26
64652.6,28
29506.6,40
55789.8,30
444.469,332
23196.3,42
48408.6,30
55829.5,30
53356.8,34
57065.5,30
34833.8,36
32748.1,36
61358.1,28
14453.9,54
46032.7,34
31784.7,36
44633.5,34
50621.2,34
40258.8,36
63464.8,32
78132.7,28
63156.3,32
1737.4,184
13385.6,60
52304.7,34
14442.0,60
18876.5,56
44791.9,34
803.321,244
96870.8,26
91661.4,26
89939.8,26
99786.2,26
59424.1,30
96524.0,26
14879.7,58
10526.8,74
95160.8,26
79424.9,30
6912.49,96
2403.09,148
61370.3,34
91570.8,30
22975.6,60
45478.1,42
25224.8,58
74572.0,30
18564.3,68
60549.4,30
84720.3,22
27381.4,42
33785.8,38
23438.0,44
17924.5,52
84882.3,22
33868.2,38
20097.8,48
36764.7,36
64694.3,40
23554.2,56
38248.2,42
8490.15,82
59559.1,40
19963.4,56
96859.6,32
78280.6,40
55275.2,40
34364.7,46
46500.8,36
23579.1,56
29360.4,50
51587.5,36
92178.6,20
35636.9,46
2289.83,156
98536.0,20
49409.3,36
89363.9,20
76130.3,28
68349.7,34
25812.2,50
76922.1,28
68537.5,34
37850.2,46
17752.1,64
76743.7,28
27295.5,50
31861.7,50
54059.1,32
3021.45,136
53944.0,32
6734.08,88
36052.2,42
47417.3,32
79260.7,26
49606.0,32
69411.2,26
66831.5,26
4810.08,102
71628.6,32
12275.5,64
97396.4,26
37037.6,42
8735.33,76
41515.6,38
86947.5,30
20029.3,58
43446.5,38
43163.8,36
14066.4,66
44412.6,36
27531.5,40
53346.0,32
26176.3,44
88196.8,24
9147.62,74
52152.5,32
35468.2,36
76580.1,32
44412.3,44
92073.0,32
88028.7,32
51385.3,38
8859.62,84
25209.9,52
53388.5,38
73065.3,32
45072.8,44
9539.8,82
28819.4,40
81003.9,24
29752.2,40
70671.6,24
27361.1,44
2245.55,158
34587.6,38
46307.8,30
9386.66,82
68533.6,24
26552.0,48
29326.9,44
99650.0,20
82594.5,20
87670.6,20
66094.0,24
76218.8,22
45462.3,38
53793.7,30
80323.5,34
81372.4,34
17687.2,58
63736.3,36
35436.1,40
36579.1,40
83807.6,34
5330.57,98
55227.5,38
27734.0,46
87703.0,36
51004.9,36
51950.9,36
82353.0,36
58256.6,36
13492.6,64
71830.4,36
44068.7,38
7778.72,88
39599.1,38
48144.5,40
60252.0,36
80695.1,34
46701.4,42
85023.9,34
14392.2,74
3655.54,134
22559.0,60
54800.1,38
53610.1,40
14935.5,58
12496.2,60
78536.7,30
13603.7,60
13950.3,60
29688.4,44
82407.1,30
21841.6,50
4452.83,96
20571.3,54
64499.3,30
33101.0,38
27934.1,44
35588.2,36
7949.62,84
16107.7,58
92331.4,26
84804.8,26
8267.88,76
53145.6,34
43289.0,36
48221.4,30
25249.8,44
29938.2,40
57879.8,30
68455.4,30
19161.9,50
1986.33,170
25710.4,44
49344.5,30
57682.4,24
39177.6,32
55207.7,24
16542.8,58
13884.6,64
38503.4,32
69306.6,24
35112.6,40
74716.2,24
53197.5,26
60972.0,24
87067.7,24
98557.4,22
54691.2,28
27475.5,38
54989.1,28
80186.3,24
78146.8,24
22330.4,40
19834.1,50
73104.2,26
76517.5,26
83445.0,26
86765.3,26
55300.1,28
58242.2,28
69763.1,26
1247.63,204
49422.4,34
81472.5,26
80611.2,30
79317.2,30
29357.6,44
93743.1,28
22633.3,52
74612.7,30
53726.5,30
68720.7,30
80782.9,30
41588.6,36
19027.4,56
23983.0,50
83786.0,28
46462.1,36
47342.4,36
4237.67,118
1544.33,190
26098.2,50
4112.73,118
15156.0,58
49744.6,28
82254.5,26
54692.4,28
21708.6,44
41336.3,32
63259.6,28
5622.0,98
80000.8,26
77052.4,26
77025.6,26
17305.2,44
87463.1,20
78464.1,20
98201.3,18
51145.2,26
6211.84,86
43184.1,30
45468.4,30
68962.7,22
41836.9,30
8700.61,84
58890.5,30
70433.3,26
73838.0,26
23445.1,44
99490.4,22
51632.4,38
38914.1,40
72756.5,26
18568.9,46
36483.0,32
13103.1,60
69218.8,20
12650.9,62
32125.7,32
29472.0,32
26869.1,36
92932.4,16
15364.7,54
58666.5,28
68206.1,28
79900.0,20
56525.4,30
82580.2,20
16109.1,52
68683.0,28
83894.6,20
2169.11,150
16482.0,50
87865.8,20
18493.4,50
43404.4,34
38333.6,40
76505.0,24
99106.6,20
96591.4,20
83267.2,22
24855.5,48
51325.7,34
36924.3,40
9259.2,88
20575.7,50
66134.7,30
60736.4,36
21868.8,50
14298.6,56
84798.4,28
8856.89,88
51733.0,36
49886.2,38
10129.3,74
36896.5,38
83680.1,26
5953.84,88
95736.8,24
25519.2,40
37244.7,38
38549.9,38
47625.5,30
63107.8,28
96701.5,28
14787.8,58
63335.1,28
32104.1,40
29848.9,42
63603.3,28
91647.1,28
64419.0,28
25019.5,42
16263.2,56
91233.8,26
89720.6,28
37689.9,40
13848.2,60
44691.2,40
17279.8,58
58430.5,32
87316.6,30
77382.5,30
74029.0,30
56023.0,30
47622.0,30
48104.7,30
87693.6,24
77213.9,26
55963.6,30
72149.4,28
71687.6,28
5543.38,90
81514.2,26
28218.9,48
85517.1,30
9938.64,74
26332.1,48
34389.3,44
75155.6,34
32135.7,46
22502.0,52
46774.1,38
85469.3,30
22735.9,50
96804.3,22
24777.5,48
63616.1,32
87883.3,22
1465.7,194
99519.2,22
53652.5,32
98385.3,22
99549.9,22
19456.3,48
41165.6,34
8170.22,82
39033.9,34
11879.4,58
6708.0,86
85720.5,28
59789.8,28
53293.5,30
60648.1,28
34156.6,46
92864.1,34
82518.6,36
65565.6,36
73909.0,36
72494.9,36
36565.3,46
58601.8,38
1532.35,182
97941.8,34
88428.9,28
7160.13,88
67338.9,32
37500.8,40
28617.4,42
7803.26,84
21705.5,42
47631.2,36
21970.3,42
39658.6,40
61496.6,32
73755.5,30
62094.1,32
45653.4,38
50294.6,36
77089.3,28
32707.2,40
1515.83,180
98244.9,28
22547.5,46
86585.4,28
38503.4,40
60908.4,30
84784.0,28
75350.3,30
93863.4,26
53061.4,30
64793.4,30
77361.8,30
57813.6,30
19234.1,52
89432.1,28
63924.4,36
90333.2,28
56028.9,38
29714.3,44
52000.6,40
87778.2,28
503.62,330
98115.1,28
75938.8,28
76198.2,28
49216.6,34
13779.2,66
90042.5,22
2959.73,136
81288.8,24
54927.3,32
66817.9,30
94155.0,20
91565.7,30
70312.5,34
20347.3,50
77552.6,30
94645.4,30
23982.3,50
23796.6,50
88864.2,30
66476.3,34
17659.5,54
23234.3,44
1044.56,228
84013.6,32
75912.5,34
84394.6,32
83671.3,34
59560.6,34
23213.8,44
11708.5,62
2767.01,140
24054.7,42
92766.2,24
79484.2,28
49122.6,34
53103.4,34
49496.1,34
32621.6,42
11887.3,58
94008.9,24
88544.7,24
59028.8,28
70808.0,26
34788.1,34
67807.9,26
78586.1,26
41286.9,30
7032.96,74
13533.5,58
49449.9,28
11546.4,62
3128.73,132
14390.0,64
41055.8,44
74981.5,26
76849.9,26
2288.79,146
98470.0,26
89964.6,26
81754.5,26
64009.0,32
58498.3,34
35298.8,42
22256.7,52
15394.4,60
89401.5,28
70824.9,30
74770.5,30
19731.4,52
3041.7,124
64831.8,30
23400.6,50
18792.1,52
41961.2,34
76259.0,20
78398.3,20
76381.2,20
58518.1,26
16068.8,56
99982.8,20
52792.5,26
17547.8,56
12730.1,64
78192.9,22
36293.8,32
27850.3,42
5315.54,94
66975.3,22
69764.3,22
15180.1,58
36298.8,32
1043.05,228
73650.3,28
56896.2,30
78079.8,28
58795.3,30
63795.1,30
81177.9,28
32076.7,46
36818.5,40
61747.0,30
28880.0,48
16351.0,62
57863.9,36
35236.5,42
38975.3,40
40263.0,40
74855.3,32
50824.7,36
17096.3,62
84897.9,30
92660.6,22
93691.7,22
69340.8,28
28310.2,42
94932.5,22
18450.1,52
16035.4,60
34565.6,32
3145.26,126
41886.0,32
49673.4,38
80030.8,28
65818.3,32
80375.7,28
7351.23,88
41312.1,42
41264.1,42
40230.3,44
67730.1,32
72201.6,32
67067.5,30
12536.7,58
13734.3,58
59451.9,32
48533.8,36
78728.2,28
54138.3,32
96668.2,24
14779.8,56
73339.2,28
82315.6,24
46653.6,30
34902.1,38
2652.72,148
96781.1,24
21996.1,48
71599.3,26
3337.27,128
99618.9,24
40191.9,36
52345.7,30
66687.0,28
20867.6,52
7775.04,86
25733.4,44
58887.9,28
64008.7,28
54114.8,28
57637.8,28
26800.2,44
54233.8,28
75363.8,24
82608.0,24
55383.7,28
67025.2,26
46887.1,32
72965.9,24
57247.8,28
57745.2,28
84159.1,22
49374.2,32
78172.3,26
23691.2,42
32216.6,38
903.61,232
51387.8,26
73273.3,26
65727.6,26
93355.5,24
63900.7,26
95465.0,24
36101.8,44
21834.8,54
34899.2,44
32390.5,46
87647.5,24
71539.4,28
98378.1,20
99452.5,20
93802.8,24
56053.0,28
35087.3,36
33386.9,40
95169.7,24
4245.82,122
37905.7,30
46577.4,30
75182.9,26
6223.41,104
87565.9,24
49842.6,32
39190.4,36
68295.1,28
9126.87,68
7217.75,78
20910.2,50
96577.0,24
12550.5,62
57663.3,28
28551.7,46
77645.4,20
11619.6,74
94225.9,16
11776.8,72
90562.6,16
96645.4,16
66148.1,20
70040.7,20
48729.7,30
53759.8,30
44776.5,30
15245.7,58
28101.4,44
64880.4,28
26062.7,44
90955.5,26
20836.2,46
62318.9,28
10826.6,70
43731.8,30
31993.4,42
34880.5,42
50562.4,36
33157.1,42
61929.9,34
83901.9,32
30075.9,46
1553.69,172
12516.5,68
79826.8,32
20119.3,44
20225.5,44
36153.5,36
10232.0,68
90591.8,26
70438.5,26
58076.4,28
74965.1,26
61708.7,26
7312.06,84
52118.5,32
6543.1,86
84105.3,30
68812.7,30
47507.1,32
23563.5,48
96484.2,24
31423.9,40
10765.6,80
60304.9,30
70533.9,38
18226.2,56
72016.3,36
90664.0,30
90121.2,30
67855.2,38
97048.4,30
42347.6,42
93669.8,30
88671.0,30
28434.8,54
75881.1,30
73745.1,30
12954.4,64
52563.5,36
85968.0,30
10670.3,78
46130.0,38
78774.8,30
99482.9,26
42072.2,40
82290.8,28
73904.2,28
55241.0,34
80583.6,28
72119.3,28
48746.9,38
46778.7,38
57777.4,34
43041.7,38
40577.8,42
34014.7,46
98515.0,30
3466.93,134
19416.7,64
66520.6,34
45380.7,40
64921.3,34
55576.9,38
68269.2,34
16966.4,56
53777.0,32
44908.9,34
81045.8,28
70297.1,28
19935.3,50
12715.7,68
59806.3,30
1453.04,190
75230.0,28
32220.2,36
98782.7,24
90549.1,26
69420.2,32
76549.0,26
79218.7,26
70674.7,32
61864.4,32
38192.7,36
80517.9,26
75796.2,22
95491.0,22
24513.6,44
13049.5,70
38214.5,34
97650.9,22
9838.43,76
24186.5,44
10183.5,76
44203.0,32
81836.6,24
57767.6,30
73879.6,26
18159.2,60
79856.2,24
9434.17,74
41578.1,38
47941.9,32
71088.0,26
36432.1,38
42678.2,34
72209.3,28
64043.7,28
86892.9,24
30402.6,38
70989.1,28
7070.74,104
86398.8,24
28353.1,42
53450.4,30
96650.5,28
23539.0,46
33335.3,38
28353.9,42
39778.3,36
56729.4,34
99725.4,28
99863.1,28
15214.4,54
85543.1,30
91712.6,32
48416.2,36
14849.6,74
24867.9,44
73942.9,34
19526.6,58
22506.7,44
60566.6,36
52341.6,36
27331.8,44
41386.9,28
48415.9,28
93578.8,20
98307.4,18
58031.7,24
