C,Lines,N
7.39359,582,777
3.6764,582,777
9.25937,582,777
5.16725,582,777
5.55904,582,777
3.59712,412,778
1.20887,412,778
9.41646,412,778
8.24132,412,778
0.763807,412,778
4.55119,412,778
0.397071,412,778
1.77532,412,778
0.242829,412,778
3.38596,412,778
3.9049,406,779
3.72595,406,779
2.02532,406,779
7.119,406,779
8.29083,406,779
0.654491,406,779
2.55021,406,779
1.17097,406,779
7.59457,406,779
7.7189,406,779
4.4526,528,780
1.2816,528,780
3.50855,528,780
7.41874,526,780
8.92952,526,780
4.53173,528,780
4.02165,528,780
8.80672,526,780
6.48679,526,780
6.5434,526,780
0.753431,580,781
1.76639,580,781
3.99627,580,781
2.72231,580,781
2.12437,580,781
7.05653,580,781
9.72927,580,781
8.62157,580,781
9.41284,580,781
6.33471,580,781
4.49874,538,782
9.1683,538,782
1.75085,538,782
7.75276,538,782
5.827,538,782
2.80372,538,782
3.00347,538,782
0.218491,538,782
3.416,538,782
0.892831,538,782
8.87651,464,783
2.74152,466,783
5.68566,464,783
0.287553,466,783
1.63953,466,783
1.21938,466,783
2.41497,466,783
2.08009,466,783
9.24533,464,783
1.98842,466,783
1.09203,554,784
8.63965,554,784
9.72315,554,784
9.17298,554,784
9.23064,554,784
7.02656,554,784
8.62389,554,784
9.35729,554,784
5.26267,554,784
5.00344,554,784
7.65689,530,785
8.26865,530,785
1.21659,534,785
8.43274,530,785
1.77641,530,785
1.66852,530,785
5.42652,530,785
8.93199,528,785
6.41887,530,785
1.04909,534,785
0.890566,456,786
6.79732,456,786
8.75369,454,786
9.95193,454,786
7.55104,456,786
3.39561,456,786
5.38844,456,786
1.03853,456,786
5.47467,456,786
9.3166,454,786
6.16596,522,787
0.6266,522,787
4.1791,522,787
3.25031,522,787
0.995247,522,787
2.42629,522,787
9.28845,522,787
7.10932,522,787
7.39391,522,787
3.58938,522,787
3.28527,548,788
9.27943,548,788
7.15189,548,788
5.96379,548,788
0.0365426,548,788
3.63086,548,788
2.96725,548,788
1.98697,548,788
9.71628,548,788
6.06992,548,788
1.4269,500,789
4.92262,500,789
7.37198,500,789
7.52857,500,789
9.57922,500,789
1.33165,500,789
0.426561,502,789
3.5513,500,789
6.26621,500,789
4.79717,500,789
3.88617,530,790
3.1596,530,790
0.377792,530,790
7.13534,530,790
9.46773,530,790
1.14047,530,790
0.446443,530,790
8.06891,530,790
2.9825,530,790
3.46264,530,790
3.71952,574,791
5.18255,574,791
5.5617,574,791
2.38409,574,791
7.49917,574,791
2.62324,574,791
9.76673,574,791
3.22739,574,791
6.86041,574,791
3.01926,574,791
2.30653,568,792
1.42014,568,792
3.98689,568,792
3.21915,568,792
8.648,566,792
2.30852,568,792
1.19167,568,792
9.28001,566,792
6.9576,566,792
7.85721,566,792
3.22766,584,793
4.65874,584,793
0.731597,584,793
3.55248,584,793
7.10946,584,793
8.12876,584,793
4.58059,584,793
9.47528,584,793
6.51738,584,793
3.92015,584,793
9.40408,474,794
8.29986,474,794
9.16366,474,794
1.32584,474,794
4.33902,474,794
6.71752,474,794
5.84355,474,794
6.71154,474,794
5.63732,474,794
5.37681,474,794
7.10166,498,795
3.21877,500,795
5.95148,498,795
8.90991,498,795
5.30753,500,795
4.82857,500,795
3.27494,500,795
0.183,502,795
1.48931,500,795
6.57822,498,795
8.61329,536,796
8.05754,536,796
1.49054,536,796
7.08035,536,796
0.258118,536,796
1.95878,536,796
1.58475,536,796
5.54218,536,796
5.31319,536,796
5.92134,536,796
8.29591,502,797
2.74754,502,797
1.31918,504,797
0.328579,504,797
4.65425,502,797
8.02731,502,797
6.21718,502,797
4.62412,502,797
3.34888,502,797
4.14796,502,797
0.295897,542,798
0.0496555,542,798
0.876661,542,798
6.80719,542,798
2.22774,542,798
6.87752,542,798
1.52045,542,798
8.86066,542,798
0.499143,542,798
9.05772,542,798
1.91266,612,799
5.42268,612,799
8.62225,612,799
5.7098,612,799
7.98642,612,799
3.17763,612,799
6.50998,612,799
3.27895,612,799
5.36872,612,799
0.817617,612,799
9.69683,582,800
7.54962,582,800
5.61652,582,800
9.81238,582,800
2.42346,582,800
9.1319,582,800
8.18334,582,800
9.46787,582,800
8.60908,582,800
9.63149,582,800
8.3277,590,801
7.07843,590,801
0.916726,590,801
9.12019,590,801
0.545074,590,801
3.77976,590,801
7.64877,590,801
5.97072,590,801
4.03182,590,801
3.06879,590,801
0.524948,504,802
3.01655,504,802
4.89152,504,802
5.47665,504,802
4.23518,504,802
7.16703,504,802
0.142261,504,802
7.31934,504,802
7.89873,504,802
9.10787,504,802
2.37111,534,803
0.70588,534,803
1.74808,534,803
6.8616,534,803
7.27791,534,803
6.51048,534,803
1.18779,534,803
0.322774,534,803
0.795625,534,803
2.46479,534,803
0.88272,602,804
6.0559,602,804
4.88603,602,804
2.32257,602,804
5.6703,602,804
5.67604,602,804
9.46438,602,804
9.98163,602,804
9.93533,602,804
8.10769,602,804
4.48661,668,805
8.65663,668,805
6.94164,668,805
8.82821,668,805
1.6073,670,805
2.52818,670,805
4.33981,668,805
8.44475,668,805
8.78679,668,805
2.72409,670,805
3.64035,598,806
5.08316,598,806
9.06015,598,806
7.72591,598,806
6.11249,598,806
3.80804,598,806
1.02555,600,806
7.69416,598,806
1.46714,598,806
9.64368,598,806
9.7744,516,807
1.49893,518,807
4.20248,518,807
7.3327,516,807
8.61697,516,807
5.25796,516,807
3.51429,518,807
9.29674,516,807
7.12113,516,807
1.52715,518,807
2.58413,566,808
6.00054,566,808
0.159743,566,808
7.18709,566,808
7.7356,566,808
2.08643,566,808
0.553205,566,808
0.424629,566,808
3.53872,566,808
4.45917,566,808
9.4842,540,809
8.99177,540,809
0.553076,540,809
5.83039,540,809
6.13805,540,809
5.86463,540,809
0.16264,540,809
0.412534,540,809
0.200441,540,809
6.12158,540,809
1.8971,566,810
2.70169,566,810
4.68799,566,810
3.79854,566,810
0.55346,566,810
4.97678,566,810
3.44816,566,810
8.82018,566,810
0.980101,566,810
3.79802,566,810
8.88035,578,811
6.14449,578,811
7.68738,578,811
0.949543,578,811
3.32134,578,811
8.12334,578,811
7.60768,578,811
5.93495,578,811
4.04689,578,811
0.307973,578,811
8.92838,574,812
1.04025,574,812
0.0859547,574,812
4.52545,574,812
7.9363,574,812
3.18179,574,812
0.134071,574,812
0.317403,574,812
9.12978,574,812
2.40072,574,812
3.1409,618,813
5.29275,616,813
9.61889,616,813
5.62081,616,813
2.43701,618,813
1.81848,618,813
0.670623,618,813
9.18477,616,813
7.79677,616,813
8.55624,616,813
0.603817,532,814
6.76101,532,814
0.709226,532,814
2.57356,532,814
0.0740278,532,814
7.31804,532,814
0.599533,532,814
3.35796,532,814
9.88848,532,814
1.31652,532,814
1.643,554,815
4.43095,554,815
7.73227,554,815
9.1104,554,815
1.24152,554,815
4.66578,554,815
5.28809,554,815
8.28903,554,815
7.52889,554,815
9.28662,554,815
0.0372594,540,816
9.92229,540,816
3.70287,540,816
5.20521,540,816
9.91071,540,816
9.45174,540,816
1.15885,540,816
1.39552,540,816
1.2084,540,816
5.81028,540,816
9.59421,544,817
6.44392,544,817
0.335368,544,817
7.95105,544,817
5.35238,544,817
4.79971,544,817
4.97463,544,817
5.55401,544,817
9.51612,544,817
5.82631,544,817
1.2935,598,818
9.29088,598,818
0.753031,598,818
8.63919,598,818
0.266479,598,818
8.37457,598,818
5.04196,598,818
1.14891,598,818
5.69086,598,818
5.58071,598,818
0.615003,764,819
2.30057,764,819
1.35505,764,819
0.0608978,764,819
9.45993,764,819
1.94478,764,819
4.61469,764,819
9.15851,764,819
2.3101,764,819
0.149476,764,819
7.171,554,820
3.16444,554,820
2.8059,554,820
2.94199,554,820
4.81896,554,820
1.21307,554,820
1.40071,554,820
8.10661,552,820
1.21956,554,820
0.176377,554,820
0.192946,492,821
5.3747,490,821
5.03605,490,821
2.40861,492,821
8.37043,490,821
8.52121,490,821
2.36379,492,821
9.47572,490,821
6.49723,490,821
6.13058,490,821
2.71788,600,822
7.37254,600,822
3.77565,600,822
1.72783,600,822
0.554358,600,822
3.34786,600,822
7.14263,600,822
4.34279,600,822
9.44615,600,822
2.75456,600,822
4.2762,434,823
4.71173,434,823
7.12839,434,823
4.88564,434,823
3.17452,434,823
1.5431,434,823
0.277708,436,823
3.73507,434,823
6.63091,434,823
9.68944,434,823
5.44642,636,824
2.65187,638,824
5.06989,636,824
5.92065,636,824
3.81089,636,824
3.61726,636,824
5.45639,636,824
4.82173,636,824
1.9937,638,824
6.89453,636,824
2.28199,666,825
6.48564,666,825
6.51261,666,825
9.53748,666,825
0.632718,666,825
0.778617,666,825
9.10849,666,825
9.71112,666,825
2.1886,666,825
9.62695,666,825
7.57027,574,826
7.5056,574,826
9.24443,574,826
0.159055,574,826
8.149,574,826
6.12191,574,826
5.55372,574,826
3.6964,574,826
1.7148,574,826
7.11503,574,826
1.66907,530,827
5.86778,530,827
6.3399,530,827
6.0295,530,827
2.07965,530,827
9.67198,530,827
6.88023,530,827
8.30561,530,827
7.70965,530,827
1.44281,530,827
2.54925,592,828
5.13901,590,828
9.68699,590,828
0.379577,592,828
9.70129,590,828
8.6492,590,828
6.09283,590,828
2.53102,592,828
7.11738,590,828
1.897,592,828
5.50298,600,829
3.75677,600,829
4.66871,600,829
6.78751,600,829
0.328435,602,829
4.44183,600,829
6.96411,600,829
7.09005,600,829
4.22286,600,829
5.93486,600,829
4.65123,588,830
9.71178,588,830
8.33423,588,830
8.0688,588,830
3.63091,588,830
8.98376,588,830
2.69025,588,830
0.530541,588,830
1.35673,588,830
8.38532,588,830
5.88093,656,831
1.43614,656,831
0.0849403,656,831
0.821946,656,831
7.18838,656,831
8.18718,656,831
1.06573,656,831
5.90974,656,831
6.76055,656,831
9.06369,656,831
9.85485,484,832
4.96376,484,832
9.02316,484,832
7.42521,484,832
3.76297,484,832
4.26797,484,832
8.69819,484,832
4.05209,484,832
9.32463,484,832
4.19443,484,832
4.75749,418,833
0.615578,418,833
1.51607,418,833
0.838366,418,833
3.42551,418,833
1.73943,418,833
6.00652,418,833
2.90208,418,833
0.01667,418,833
6.86721,418,833
8.34337,630,834
0.453325,630,834
8.18668,630,834
8.18937,630,834
3.43464,630,834
7.6185,630,834
1.70835,630,834
5.0201,630,834
0.53666,630,834
3.76596,630,834
8.01608,550,835
7.7125,550,835
8.49115,550,835
6.29152,550,835
5.00426,550,835
4.46633,550,835
5.97077,550,835
2.27622,550,835
1.16569,550,835
8.13157,550,835
6.52111,598,836
0.127212,598,836
2.47748,598,836
3.69271,598,836
7.83478,598,836
7.48781,598,836
1.90704,598,836
5.89497,598,836
3.93051,598,836
6.57763,598,836
0.0636079,432,837
3.22293,432,837
6.20005,432,837
6.81987,432,837
6.98346,432,837
4.48672,432,837
7.17062,432,837
0.0956738,432,837
9.52893,432,837
6.29809,432,837
4.52579,536,838
6.21275,536,838
8.5326,536,838
8.25134,536,838
9.14515,536,838
7.78923,536,838
1.99248,536,838
3.51262,536,838
4.27085,536,838
2.59758,536,838
2.22183,542,839
4.45468,542,839
9.87578,542,839
3.32848,542,839
2.76078,542,839
1.46782,542,839
1.05924,542,839
2.54249,542,839
8.8934,542,839
0.617965,542,839
0.762405,600,840
1.99039,600,840
3.70447,600,840
0.0799792,600,840
2.40846,600,840
8.37566,600,840
8.80991,600,840
0.0380583,600,840
8.26638,600,840
3.76089,600,840
7.42629,658,841
4.72818,658,841
2.4462,658,841
9.00621,656,841
1.13413,658,841
7.18211,658,841
9.07895,656,841
7.2829,658,841
1.35216,658,841
7.70761,658,841
3.17586,578,842
9.17868,578,842
9.05435,578,842
0.312215,578,842
4.29822,578,842
5.69778,578,842
9.42015,578,842
3.63087,578,842
9.43712,578,842
7.0043,578,842
0.129778,578,843
3.16818,578,843
6.28467,578,843
4.04564,578,843
1.49917,578,843
9.54011,578,843
4.921,578,843
5.82589,578,843
8.1205,578,843
7.20259,578,843
6.06524,572,844
8.20166,572,844
3.74336,572,844
0.303496,572,844
1.77512,572,844
6.6693,572,844
1.15094,572,844
0.6617,572,844
1.46504,572,844
9.28987,572,844
0.369343,544,845
6.7663,540,845
5.36753,544,845
2.8249,544,845
5.48579,544,845
4.45768,544,845
0.23581,544,845
6.98075,540,845
6.02866,544,845
4.81828,544,845
4.26499,524,846
1.3762,524,846
3.32967,524,846
3.69248,524,846
5.40359,524,846
0.250753,526,846
8.19904,524,846
0.132813,526,846
4.07884,524,846
2.73084,524,846
2.75602,630,847
4.7731,630,847
3.49879,630,847
8.84666,630,847
6.53585,630,847
0.539957,630,847
1.5216,630,847
4.25712,630,847
1.3667,630,847
2.11864,630,847
1.58398,632,848
3.28678,632,848
3.533,632,848
0.809189,632,848
6.07062,632,848
9.26584,630,848
2.41596,632,848
2.42667,632,848
9.95982,630,848
8.437,630,848
9.01135,520,849
2.59199,522,849
4.74814,520,849
6.30132,520,849
1.44039,522,849
1.50059,522,849
8.02114,520,849
2.46581,522,849
6.78126,520,849
8.35904,520,849
4.1654,526,850
2.83986,526,850
4.05666,526,850
2.89923,526,850
7.07639,522,850
5.6516,522,850
1.91464,526,850
4.71516,524,850
2.61336,526,850
6.91298,522,850
5.16526,564,851
4.33643,564,851
5.26681,564,851
2.15689,564,851
7.04983,564,851
7.18347,564,851
2.29148,564,851
2.00256,564,851
1.95574,564,851
9.41029,564,851
8.98362,652,852
7.80786,652,852
8.26717,652,852
6.44872,652,852
4.25728,652,852
1.64831,652,852
7.09349,652,852
5.77352,652,852
0.979144,652,852
3.01497,652,852
7.51918,558,853
3.6223,558,853
1.74072,558,853
7.57206,558,853
5.22462,558,853
8.65423,558,853
4.69344,558,853
6.39048,558,853
5.74252,558,853
5.45476,558,853
1.4233,674,854
8.84894,674,854
0.498902,674,854
2.16821,674,854
2.57113,674,854
3.89928,674,854
5.73497,674,854
3.19655,674,854
6.89894,674,854
4.07417,674,854
3.44791,674,855
4.89014,674,855
8.87142,674,855
5.15408,674,855
5.70484,674,855
9.58119,674,855
8.89009,674,855
6.5914,674,855
5.36183,674,855
6.67543,674,855
5.34572,540,856
6.0294,540,856
2.40694,540,856
5.53168,540,856
0.533251,540,856
9.54886,536,856
1.0328,540,856
4.08026,540,856
1.19339,540,856
2.02019,540,856
2.39984,636,857
4.74519,636,857
6.22319,636,857
8.95308,634,857
0.537055,636,857
7.01749,634,857
1.97048,636,857
8.26797,634,857
9.88164,634,857
5.10974,636,857
0.207666,644,858
9.34345,644,858
9.23762,644,858
4.1502,644,858
4.60393,644,858
8.97443,644,858
1.83298,644,858
8.92859,644,858
7.20895,644,858
0.00614392,644,858
8.72702,600,859
4.98861,602,859
0.934747,602,859
3.93896,602,859
3.03172,602,859
1.69427,602,859
8.05415,600,859
5.45054,602,859
1.31995,602,859
8.99446,600,859
4.28755,642,860
1.24466,642,860
4.48825,642,860
8.85224,640,860
7.08007,640,860
3.29494,642,860
1.80626,642,860
9.12558,640,860
2.41144,642,860
4.69517,642,860
0.143016,540,861
2.70256,538,861
1.1885,540,861
9.06309,538,861
5.92139,538,861
5.17822,538,861
5.35376,538,861
1.70068,538,861
4.85211,538,861
8.07371,538,861
6.81825,606,862
5.08979,606,862
7.1286,606,862
4.45748,608,862
4.0462,608,862
5.87621,606,862
9.11705,606,862
3.49785,610,862
3.77594,610,862
8.73359,606,862
3.3342,628,863
0.577486,628,863
1.14822,628,863
7.4645,628,863
1.43279,628,863
7.91076,628,863
2.51274,628,863
9.18293,628,863
7.87576,628,863
7.42531,628,863
4.08992,684,864
1.43167,684,864
0.291513,684,864
0.657272,684,864
7.8252,684,864
8.5879,682,864
2.26681,684,864
8.896,682,864
1.52648,684,864
2.53433,684,864
5.67574,610,865
1.0698,614,865
5.01506,610,865
8.14292,610,865
0.210349,614,865
5.24469,610,865
1.66163,614,865
9.83836,610,865
7.70078,610,865
7.23074,610,865
3.82222,650,866
6.4163,650,866
0.182019,652,866
5.27552,650,866
3.64506,650,866
4.0917,650,866
6.44061,650,866
5.03388,650,866
8.34294,650,866
2.4661,650,866
2.85885,616,867
0.662573,616,867
4.0481,614,867
2.37477,616,867
8.0339,614,867
1.87869,616,867
1.76885,616,867
2.68501,616,867
6.36941,614,867
2.02782,616,867
4.42977,610,868
2.3666,610,868
9.96179,610,868
3.84403,610,868
5.93792,610,868
1.74491,610,868
3.23253,610,868
4.26322,610,868
3.39398,610,868
3.97863,610,868
0.561841,580,869
5.12034,580,869
7.86172,580,869
9.71202,580,869
1.07516,580,869
0.836874,580,869
0.93962,580,869
0.0353316,580,869
6.3873,580,869
5.91839,580,869
0.521295,692,870
7.90502,690,870
9.99546,690,870
2.10803,690,870
6.94467,690,870
5.5573,690,870
5.66544,690,870
2.02633,690,870
2.80561,690,870
6.38382,690,870
1.63219,600,871
5.373,600,871
9.5111,600,871
7.58093,600,871
9.46053,600,871
9.28609,600,871
4.90254,600,871
4.01694,600,871
7.48588,600,871
4.17501,600,871
1.53237,678,872
9.44316,678,872
7.22635,678,872
9.70378,678,872
0.645386,678,872
3.41248,678,872
2.45399,678,872
0.233751,678,872
4.68985,678,872
1.35598,678,872
9.85004,570,873
5.25026,570,873
0.820255,574,873
6.19818,570,873
1.43644,574,873
8.39409,570,873
1.19635,574,873
5.04759,570,873
2.1665,574,873
6.90257,570,873
6.66088,562,874
6.53343,562,874
9.99425,562,874
1.88536,562,874
4.13924,562,874
6.42364,562,874
5.37137,562,874
1.94769,562,874
7.25399,562,874
2.20187,562,874
2.69938,624,875
8.47402,624,875
3.48763,624,875
1.65708,624,875
1.04832,624,875
4.22569,624,875
5.6021,624,875
8.8977,624,875
4.73837,624,875
3.38818,624,875
4.74366,592,876
5.3841,592,876
9.76083,588,876
4.18208,592,876
7.80816,588,876
2.06698,592,876
3.83774,592,876
9.92494,588,876
1.6022,592,876
8.23051,588,876
8.62592,718,877
4.43903,718,877
4.35806,718,877
7.89518,718,877
0.0354504,718,877
0.0331503,718,877
5.77837,718,877
1.61853,718,877
5.86344,718,877
5.98298,718,877
0.202694,650,878
5.80616,650,878
8.99849,650,878
0.814359,650,878
5.40615,650,878
4.51506,650,878
8.19765,650,878
0.942937,650,878
6.53289,650,878
2.55432,650,878
2.99896,544,879
6.73506,544,879
5.9357,544,879
7.54799,542,879
3.93544,544,879
3.62811,544,879
6.82823,544,879
0.485506,544,879
6.37504,544,879
2.67044,544,879
3.65725,542,880
9.61367,542,880
5.53129,542,880
7.23446,542,880
4.43164,542,880
9.37673,542,880
7.10171,542,880
4.14569,542,880
3.69509,542,880
6.73185,542,880
6.35388,628,881
5.53365,628,881
7.62503,628,881
3.93362,628,881
4.36887,628,881
8.82961,628,881
7.71029,628,881
9.47965,628,881
8.54984,628,881
1.55187,628,881
5.80778,668,882
9.38352,666,882
3.10919,668,882
9.65482,666,882
5.24176,668,882
1.06703,668,882
5.53084,668,882
7.6873,666,882
9.06595,666,882
5.83845,668,882
2.0939,714,883
5.68188,712,883
2.30965,714,883
9.3437,712,883
1.16458,714,883
5.01963,712,883
9.70908,712,883
2.22096,714,883
3.2389,714,883
6.61999,712,883
4.27015,696,884
1.69693,696,884
3.01648,696,884
4.79494,696,884
1.61911,696,884
9.35596,696,884
8.1908,696,884
7.25617,696,884
0.491218,696,884
1.52541,696,884
8.00627,616,885
6.28603,616,885
7.71504,616,885
2.42651,616,885
1.9935,616,885
9.56894,616,885
9.61804,616,885
5.4738,616,885
7.22577,616,885
3.97324,616,885
4.79877,576,886
7.83287,574,886
4.41153,576,886
7.28228,574,886
0.339708,576,886
5.27443,576,886
4.50776,576,886
7.51737,574,886
0.245336,576,886
1.78346,576,886
3.50865,620,887
0.587158,620,887
9.06419,618,887
9.70958,618,887
5.06048,620,887
6.3105,618,887
5.47862,620,887
3.08931,620,887
7.88163,618,887
9.78153,618,887
1.45697,624,888
9.71743,624,888
4.85885,624,888
5.66879,624,888
6.91567,624,888
0.156132,624,888
5.71864,624,888
0.290729,624,888
3.30216,624,888
1.2499,624,888
2.00234,644,889
6.16793,644,889
3.41632,644,889
8.26938,642,889
4.47536,644,889
2.1204,644,889
0.503182,644,889
5.04588,644,889
3.71966,644,889
7.3542,642,889
4.33188,678,890
3.8703,678,890
2.22982,678,890
6.0906,678,890
8.82223,678,890
0.208374,678,890
6.66298,678,890
7.07845,678,890
7.34848,678,890
1.31173,678,890
9.6098,514,891
1.01496,518,891
4.54687,518,891
2.35267,518,891
6.25555,516,891
7.7919,514,891
5.72805,516,891
8.02357,514,891
8.52411,514,891
0.998751,518,891
0.965434,526,892
0.67921,526,892
4.63476,526,892
7.35646,526,892
5.65714,526,892
7.0469,526,892
5.10863,526,892
4.20291,526,892
7.87162,526,892
4.91303,526,892
2.08917,664,893
5.45645,664,893
2.65388,664,893
6.32901,664,893
6.66845,664,893
6.03749,664,893
8.97108,664,893
0.815906,664,893
8.90475,664,893
8.18198,664,893
1.86754,566,894
7.97648,566,894
4.58456,566,894
9.14891,566,894
3.04495,566,894
3.16945,566,894
9.07697,566,894
6.45186,566,894
7.14384,566,894
1.27052,566,894
8.74955,682,895
1.25961,682,895
2.27339,682,895
6.85682,682,895
3.20647,682,895
7.51494,682,895
6.51629,682,895
0.610627,682,895
6.96185,682,895
3.14854,682,895
6.02759,498,896
6.49117,498,896
6.16764,498,896
4.38922,498,896
2.55794,498,896
5.62058,498,896
4.87335,498,896
3.47669,498,896
7.33155,498,896
6.64752,498,896
6.16111,678,897
4.87586,678,897
6.01983,678,897
7.74781,678,897
1.60364,684,897
8.44565,678,897
3.51672,682,897
7.96439,678,897
8.50014,678,897
8.36409,678,897
5.6103,676,898
9.85213,676,898
4.63344,676,898
7.98306,676,898
1.44211,676,898
9.14322,676,898
4.58347,676,898
7.30315,676,898
9.11284,676,898
6.23856,676,898
7.81419,650,899
5.90284,650,899
2.99014,650,899
5.08628,650,899
1.21552,650,899
6.3616,650,899
4.7308,650,899
4.89815,650,899
1.21795,650,899
5.3491,650,899
5.54933,684,900
0.0813608,684,900
8.45633,684,900
9.67711,684,900
3.4523,684,900
4.94147,684,900
0.061543,684,900
9.45861,684,900
5.79304,684,900
8.90637,684,900
8.028,588,901
2.93456,588,901
4.51075,588,901
4.0811,588,901
2.65315,588,901
9.31898,588,901
8.72005,588,901
1.99206,588,901
0.0115608,588,901
5.31919,588,901
0.493924,668,902
5.05886,668,902
4.83071,668,902
0.789722,668,902
1.41821,668,902
1.41064,668,902
6.41959,666,902
4.0802,668,902
5.51389,668,902
1.63263,668,902
4.25657,714,903
0.863049,714,903
8.09759,714,903
5.19825,714,903
8.05487,714,903
4.22449,714,903
2.74307,714,903
7.45054,714,903
9.79426,714,903
8.97115,714,903
1.8641,652,904
0.868627,652,904
9.54787,652,904
4.12354,652,904
3.62345,652,904
7.97296,652,904
9.54978,652,904
8.51633,652,904
5.23699,652,904
4.1562,652,904
9.14838,706,905
1.35315,710,905
6.9178,706,905
9.42932,706,905
3.51443,706,905
1.85715,706,905
1.63935,708,905
2.16318,706,905
2.52514,706,905
9.61142,706,905
2.20692,640,906
6.20906,640,906
1.09424,640,906
4.95347,640,906
3.96512,640,906
7.70681,640,906
0.27852,640,906
0.533271,640,906
9.79139,640,906
7.7395,640,906
4.69296,516,907
9.73713,514,907
3.07535,516,907
8.96682,514,907
5.85032,516,907
5.65112,516,907
3.02042,516,907
7.14998,514,907
2.71841,516,907
7.15387,514,907
6.80403,628,908
0.214851,630,908
2.20046,628,908
6.32565,628,908
2.78,628,908
7.14929,628,908
8.43169,628,908
0.303243,630,908
3.26481,628,908
7.71485,628,908
6.90736,724,909
0.691469,724,909
4.44525,724,909
4.45006,724,909
3.9181,724,909
4.18833,724,909
8.51997,722,909
4.6753,724,909
3.48279,724,909
0.192619,724,909
2.94583,686,910
9.13807,686,910
8.7646,686,910
7.01829,686,910
9.07645,686,910
5.76968,686,910
6.26441,686,910
0.723791,686,910
8.28313,686,910
8.76667,686,910
2.86565,736,911
8.39842,734,911
0.778814,738,911
4.19134,736,911
0.312298,738,911
7.36931,734,911
1.41888,738,911
7.06402,734,911
8.23436,734,911
1.5079,738,911
1.05814,714,912
1.36724,714,912
6.06708,714,912
1.92878,714,912
7.47432,712,912
3.36335,714,912
6.50857,714,912
2.19231,714,912
6.50712,714,912
6.43892,714,912
5.55924,578,913
4.06137,578,913
9.47481,578,913
5.59327,578,913
1.52536,578,913
5.97951,578,913
0.39815,578,913
3.73094,578,913
0.539278,578,913
0.848306,578,913
4.90872,628,914
1.63608,628,914
2.59958,628,914
0.436161,628,914
9.43775,628,914
5.34549,628,914
3.78281,628,914
1.54227,628,914
4.10352,628,914
7.97024,628,914
4.56663,568,915
8.56577,566,915
6.51969,568,915
0.655925,568,915
8.089,568,915
8.90345,566,915
7.9272,568,915
9.72312,566,915
4.78625,568,915
9.30107,566,915
3.01934,734,916
0.30826,734,916
0.043589,734,916
6.57827,734,916
9.82005,734,916
6.84655,734,916
2.53138,734,916
3.32781,734,916
3.561,734,916
2.30709,734,916
2.2146,534,917
6.0409,534,917
1.6422,534,917
2.49874,534,917
0.461007,534,917
4.33327,534,917
1.58615,534,917
3.68548,534,917
7.1156,534,917
1.02077,534,917
2.05278,654,918
1.08436,654,918
3.44385,654,918
8.88142,654,918
3.49629,654,918
2.65157,654,918
0.50293,654,918
0.324094,654,918
3.80679,654,918
0.32431,654,918
8.95555,730,919
5.99351,730,919
6.34811,730,919
1.92945,734,919
4.25256,734,919
9.45351,730,919
6.92967,730,919
0.738634,736,919
8.82201,730,919
8.7736,730,919
8.87031,712,920
0.00104218,718,920
6.60014,716,920
4.62853,716,920
6.27932,716,920
8.97885,712,920
7.09066,716,920
4.27274,716,920
9.1525,712,920
1.85526,716,920
8.12203,668,921
8.8806,668,921
9.27202,668,921
8.26554,668,921
4.46053,670,921
6.26817,668,921
7.07353,668,921
3.06222,670,921
0.895204,670,921
0.0075695,670,921
8.81162,582,922
7.97999,582,922
3.78564,584,922
0.197836,584,922
9.40893,582,922
8.37407,582,922
2.12076,584,922
6.73842,582,922
0.72656,584,922
7.95413,582,922
9.59997,560,923
7.92882,560,923
6.7283,560,923
6.69006,560,923
6.38876,560,923
3.69455,560,923
7.77648,560,923
9.96274,560,923
6.08843,560,923
0.677864,560,923
1.8411,658,924
0.49509,658,924
6.93015,658,924
6.41448,658,924
1.40509,658,924
0.795501,658,924
7.80916,658,924
0.97643,658,924
4.24576,658,924
5.2752,658,924
7.49053,694,925
0.0675695,696,925
0.328506,696,925
8.76422,694,925
6.30995,694,925
1.53725,696,925
4.72611,694,925
4.4131,694,925
7.40434,694,925
8.23233,694,925
2.65664,694,926
6.83473,692,926
1.48026,694,926
7.39127,692,926
2.27667,694,926
8.79123,692,926
5.48146,692,926
9.97989,692,926
3.18632,694,926
8.67742,692,926
8.07745,534,927
9.03491,534,927
5.44901,534,927
9.63662,532,927
2.25662,534,927
3.50249,534,927
1.85593,534,927
3.1543,534,927
7.23969,534,927
2.70622,534,927
3.23492,678,928
2.2167,678,928
9.25182,676,928
8.40249,676,928
8.23107,676,928
4.00976,678,928
1.48162,678,928
6.00841,678,928
9.66568,676,928
3.16897,678,928
5.87325,638,929
0.714692,638,929
1.23169,638,929
3.98471,638,929
4.37912,638,929
8.11777,638,929
2.93617,638,929
8.96967,638,929
3.49071,638,929
4.56459,638,929
0.75307,608,930
9.61767,604,930
0.62191,608,930
3.22152,606,930
9.92279,604,930
3.00291,606,930
3.56662,606,930
7.92523,604,930
0.0663162,608,930
4.54343,606,930
5.74162,662,931
1.80154,662,931
3.28376,662,931
0.883266,662,931
3.39083,662,931
7.33427,662,931
4.05556,662,931
0.105471,662,931
2.12683,662,931
6.49415,662,931
8.84403,656,932
9.29221,656,932
9.98814,656,932
6.7721,660,932
5.68271,660,932
0.0652414,660,932
9.68868,656,932
3.29787,660,932
2.83331,660,932
