C,Lines,N
3.10423,220,311
3.80786,220,311
7.73371,220,311
2.4425,220,311
4.22949,220,311
6.49761,220,311
4.15396,220,311
7.77582,220,311
8.69604,220,311
1.45765,222,312
2.82999,222,312
7.88047,222,312
0.423409,222,312
5.74192,222,312
2.36524,222,312
7.20517,222,312
0.205364,222,312
9.07163,222,312
1.4356,222,312
1.76763,192,313
9.25258,192,313
9.26458,192,313
4.07159,192,313
5.15684,192,313
6.93095,192,313
7.80965,192,313
5.01433,192,313
2.86919,192,313
8.22049,192,313
3.78239,144,314
7.65555,144,314
2.51007,144,314
9.67146,144,314
4.55884,144,314
8.24548,144,314
2.63239,144,314
3.73032,144,314
2.21543,144,314
5.62707,144,314
7.44108,208,315
6.99256,208,315
6.01622,208,315
8.67578,208,315
3.50474,208,315
0.11804,208,315
1.66411,208,315
8.4768,208,315
4.59402,208,315
0.75043,208,315
5.88363,108,316
0.984561,108,316
5.05784,108,316
8.26801,108,316
1.20329,108,316
9.15973,108,316
9.34752,108,316
4.21098,108,316
0.084701,108,316
8.83619,108,316
8.37308,226,317
7.29841,226,317
6.30938,226,317
8.64744,226,317
9.73688,226,317
1.5018,226,317
7.22982,226,317
0.483494,226,317
7.43564,226,317
7.07627,226,317
2.67807,228,318
1.23662,228,318
9.53033,228,318
0.329693,228,318
4.68367,228,318
7.00618,228,318
6.26916,228,318
4.08745,228,318
2.1816,228,318
8.60422,228,318
6.77921,154,319
6.71824,154,319
6.65995,154,319
0.848567,154,319
3.72273,154,319
8.73859,154,319
7.10832,154,319
6.87501,154,319
2.34262,154,319
1.364,154,319
7.88029,212,320
4.56428,212,320
1.96035,212,320
1.68227,212,320
1.11884,212,320
9.01489,212,320
9.23272,212,320
6.42974,212,320
6.79885,212,320
6.62305,212,320
5.1147,228,321
4.8512,228,321
9.94177,228,321
9.41757,228,321
9.09084,228,321
5.91514,228,321
1.93759,228,321
7.29041,228,321
8.02542,228,321
8.44352,228,321
9.54291,218,322
8.14225,218,322
0.70399,218,322
3.70712,218,322
9.51653,218,322
0.452162,218,322
0.523376,218,322
8.01496,218,322
5.18897,218,322
8.06016,218,322
1.79872,218,323
9.21447,218,323
3.34635,218,323
6.6402,218,323
6.65943,218,323
4.63868,218,323
3.69818,218,323
7.01106,218,323
3.83888,218,323
4.1465,218,323
0.700163,170,324
9.55342,170,324
3.02237,170,324
4.19904,170,324
6.36276,170,324
9.03387,170,324
5.50654,170,324
4.05296,170,324
4.26245,170,324
1.77167,170,324
8.57966,216,325
4.11243,216,325
9.57336,216,325
5.20992,216,325
6.5888,216,325
8.02584,216,325
4.27156,216,325
1.13823,216,325
3.21805,216,325
4.00204,216,325
5.19866,230,326
9.48608,230,326
9.67297,230,326
9.60345,230,326
6.48124,230,326
7.24255,230,326
5.97047,230,326
8.33374,230,326
4.26445,230,326
1.96917,230,326
1.96459,220,327
7.3833,220,327
8.2997,220,327
3.3215,220,327
4.90265,220,327
3.99088,220,327
0.426049,220,327
4.95692,220,327
1.4178,220,327
5.75447,220,327
7.36662,204,328
0.277531,204,328
4.06456,204,328
4.59041,204,328
0.233281,204,328
5.14427,204,328
4.24615,204,328
7.36316,204,328
2.95934,204,328
4.68343,204,328
4.68129,234,329
1.4879,234,329
1.25455,234,329
1.85411,234,329
4.57369,234,329
0.829079,234,329
1.00507,234,329
4.21142,234,329
3.12906,234,329
8.83872,234,329
0.403462,124,330
6.71722,124,330
6.91051,124,330
7.76702,124,330
8.81407,124,330
4.60318,124,330
2.11338,124,330
0.739906,124,330
8.81564,124,330
4.43647,124,330
5.49211,222,331
2.32245,222,331
9.14975,222,331
0.86792,222,331
8.61096,222,331
1.26261,222,331
7.72441,222,331
6.66813,222,331
4.43974,222,331
1.13196,222,331
2.20062,166,332
6.5535,166,332
0.540401,166,332
4.47251,166,332
6.1412,166,332
2.01225,166,332
7.35389,166,332
2.29625,166,332
8.90214,166,332
8.8537,166,332
4.2108,226,333
8.31342,226,333
1.80106,226,333
9.70054,226,333
4.28924,226,333
9.06195,226,333
3.43724,226,333
8.04951,226,333
9.06339,226,333
6.63023,226,333
2.49602,176,334
7.53545,176,334
7.41976,176,334
0.585608,176,334
4.51917,176,334
5.12335,176,334
9.53971,176,334
5.18727,176,334
9.74787,176,334
1.77297,176,334
3.88845,258,335
7.38046,258,335
6.8819,258,335
1.82806,258,335
9.69468,258,335
2.88009,258,335
9.5462,258,335
1.19152,258,335
2.46788,258,335
8.55476,258,335
3.41914,142,336
5.1044,142,336
5.87255,142,336
3.11975,142,336
3.48861,142,336
4.7044,142,336
3.29848,142,336
5.91644,142,336
2.25229,142,336
3.40322,142,336
2.92372,228,337
8.6913,228,337
3.93418,228,337
9.31318,228,337
5.88937,228,337
8.60878,228,337
4.31654,228,337
3.26126,228,337
2.51592,228,337
3.01384,228,337
6.18231,246,338
9.37572,246,338
0.227057,246,338
5.48457,246,338
8.65273,246,338
0.594946,246,338
0.103026,246,338
6.1467,246,338
2.39668,246,338
9.56767,246,338
0.288116,208,339
3.38624,208,339
3.70771,208,339
1.40988,208,339
5.56345,208,339
6.74848,208,339
2.70101,208,339
4.23985,208,339
4.61342,208,339
0.0820852,208,339
2.74806,210,340
0.573751,210,340
3.76598,210,340
7.42568,210,340
8.66748,210,340
1.65866,210,340
7.06164,210,340
9.97755,210,340
7.62871,210,340
8.39903,210,340
1.40392,226,341
0.45226,226,341
6.98096,226,341
9.74645,226,341
3.83545,226,341
4.0535,226,341
3.75878,226,341
6.3025,226,341
2.59045,226,341
0.197277,226,341
3.71068,154,342
6.46187,154,342
2.6977,154,342
4.09281,154,342
1.49389,154,342
7.62911,154,342
2.86076,154,342
0.862456,154,342
1.18564,154,342
4.56025,154,342
0.544737,178,343
3.1294,178,343
7.56811,178,343
1.9399,178,343
3.65441,178,343
1.94559,178,343
6.57136,178,343
9.22216,178,343
0.394657,178,343
3.49795,178,343
8.16424,218,344
3.7814,218,344
7.29895,218,344
5.62356,218,344
5.2027,218,344
9.33267,218,344
6.2771,218,344
2.65203,218,344
8.69392,218,344
8.24161,218,344
8.26664,240,345
3.47297,240,345
9.68033,240,345
2.57587,240,345
4.62503,240,345
1.87672,240,345
1.22182,240,345
2.92503,240,345
7.85723,240,345
3.44558,240,345
0.99897,220,346
4.28506,220,346
6.22232,220,346
3.81214,220,346
0.593278,220,346
0.694613,220,346
5.47633,220,346
8.67232,220,346
0.304946,220,346
3.45149,220,346
3.35798,188,347
4.45266,188,347
8.63932,188,347
1.09084,188,347
1.13403,188,347
3.77777,188,347
4.16036,188,347
8.16331,188,347
5.0834,188,347
6.85759,188,347
2.35652,196,348
0.0109678,196,348
2.16823,196,348
7.4407,196,348
8.69449,196,348
6.46728,196,348
7.17027,196,348
3.16305,196,348
0.386745,196,348
8.54528,196,348
2.67787,252,349
9.26147,252,349
7.75829,252,349
3.57566,252,349
6.07097,252,349
9.1302,252,349
4.20727,252,349
2.82149,252,349
3.18541,252,349
9.94806,252,349
6.00359,184,350
8.20572,184,350
6.66858,184,350
3.68847,184,350
3.26898,184,350
6.31388,184,350
3.90435,184,350
5.03333,184,350
1.07905,184,350
8.54497,184,350
1.45969,260,351
4.96113,260,351
1.79396,260,351
9.81221,260,351
1.24393,260,351
5.94691,260,351
6.97794,260,351
6.66409,260,351
4.91097,260,351
9.06401,260,351
0.233826,198,352
5.22228,198,352
4.55216,198,352
8.00773,198,352
5.17175,198,352
3.28095,198,352
5.46033,198,352
4.7568,198,352
0.248562,198,352
9.93136,198,352
9.69195,246,353
2.78295,246,353
2.38891,246,353
8.91036,246,353
5.799,246,353
4.49865,246,353
1.64729,246,353
2.05982,246,353
3.56624,246,353
4.56967,246,353
0.592675,126,354
1.51505,126,354
9.777,126,354
2.31256,126,354
9.64589,126,354
7.53738,126,354
2.7742,126,354
3.15817,126,354
9.40977,126,354
4.28063,126,354
6.67933,260,355
3.10542,260,355
1.1636,260,355
5.6384,260,355
7.28852,260,355
0.37541,260,355
4.91755,260,355
6.33361,260,355
4.59394,260,355
8.44728,260,355
2.03915,212,356
0.807644,212,356
0.735651,212,356
0.223917,212,356
1.1736,212,356
9.90423,212,356
7.25837,212,356
0.552541,212,356
3.19109,212,356
1.97796,212,356
6.53597,162,357
0.514859,162,357
5.49955,162,357
9.94572,162,357
3.85584,162,357
2.46985,162,357
5.1725,162,357
9.88646,162,357
9.20875,162,357
3.19713,162,357
3.26565,248,358
8.8934,248,358
1.9819,248,358
6.32077,248,358
7.14394,248,358
2.61674,248,358
0.965441,248,358
5.66432,248,358
9.07367,248,358
4.95761,248,358
7.90915,250,359
0.603236,250,359
1.50716,250,359
4.06579,250,359
1.96749,250,359
9.98442,250,359
4.09168,250,359
4.99622,250,359
9.06027,250,359
1.12749,250,359
1.46558,244,360
8.19499,244,360
9.26376,244,360
8.6408,244,360
4.46946,244,360
0.850437,244,360
8.52475,244,360
9.72341,244,360
0.961925,244,360
0.366258,244,360
8.96606,268,361
9.11919,268,361
0.837079,268,361
2.89631,268,361
2.83333,268,361
3.89088,268,361
5.44421,268,361
4.06762,268,361
6.25686,268,361
5.97462,268,361
5.41534,250,362
3.60055,250,362
6.74946,250,362
7.04301,250,362
7.34484,250,362
7.23106,250,362
8.74973,250,362
4.88464,250,362
1.80135,250,362
8.90647,250,362
8.45781,208,363
2.64497,208,363
7.40307,208,363
9.37052,208,363
2.14275,208,363
1.5425,208,363
5.22998,208,363
0.864472,208,363
7.82785,208,363
6.07829,208,363
3.28164,240,364
0.0480788,240,364
1.37274,240,364
9.04204,240,364
1.79324,240,364
7.72868,240,364
7.83633,240,364
4.02406,240,364
5.30162,240,364
3.86382,240,364
6.39693,200,365
0.525287,200,365
8.52018,200,365
7.85823,200,365
0.693626,200,365
8.65832,200,365
2.55944,200,365
4.56941,200,365
4.25746,200,365
1.90867,200,365
6.25947,210,366
7.85329,210,366
1.80571,210,366
2.07754,210,366
7.27779,210,366
0.682625,210,366
0.728094,210,366
1.8883,210,366
6.85274,210,366
3.2835,210,366
4.21825,202,367
7.66459,202,367
2.49806,202,367
2.99007,202,367
0.321453,202,367
0.184372,202,367
3.59412,202,367
1.23669,202,367
7.96,202,367
9.07812,202,367
7.88303,268,368
2.64264,268,368
3.37937,268,368
9.38564,268,368
0.789745,268,368
5.11868,268,368
2.78874,268,368
3.2141,268,368
1.443,268,368
8.89213,268,368
4.62846,246,369
2.11752,246,369
8.23986,246,369
2.63047,246,369
2.38782,246,369
9.49089,246,369
4.63241,246,369
0.440236,246,369
3.64705,246,369
4.18157,246,369
3.05948,236,370
7.08943,236,370
5.24498,236,370
5.67678,236,370
5.39578,236,370
4.6743,236,370
5.60021,236,370
6.72128,236,370
8.74526,236,370
6.12613,236,370
4.9994,200,371
7.45587,200,371
0.436672,200,371
6.565,200,371
5.32022,200,371
7.81163,200,371
5.6909,200,371
6.7363,200,371
3.77235,200,371
4.033,200,371
9.07827,346,372
0.953061,350,372
7.85004,346,372
0.144005,350,372
9.61078,346,372
0.938996,350,372
5.52084,346,372
7.06538,346,372
5.96031,346,372
2.04826,350,372
0.272144,192,373
7.98805,192,373
7.17638,192,373
6.70268,192,373
9.51532,192,373
3.94793,192,373
6.48878,192,373
7.19179,192,373
6.07413,192,373
3.88303,192,373
1.33247,258,374
2.28299,258,374
6.71367,258,374
3.74044,258,374
9.08987,258,374
4.78802,258,374
7.61967,258,374
2.46749,258,374
7.88952,258,374
3.69381,258,374
3.70596,290,375
6.08996,290,375
6.79182,290,375
4.46807,290,375
6.05929,290,375
9.52314,290,375
5.79469,290,375
3.06051,290,375
7.08565,290,375
1.78287,290,375
6.68023,220,376
2.50276,220,376
3.43323,220,376
8.80494,220,376
5.02753,220,376
6.2833,220,376
9.93932,220,376
3.71835,220,376
8.05954,220,376
2.99489,220,376
7.59319,274,377
0.692633,274,377
0.0621412,274,377
3.15835,274,377
1.97903,274,377
1.32358,274,377
0.942343,274,377
5.98546,274,377
9.48248,274,377
4.44064,274,377
8.07281,198,378
7.75185,198,378
9.24715,198,378
9.30316,198,378
3.75574,198,378
8.67377,198,378
4.31327,198,378
1.87185,198,378
1.97048,198,378
8.23463,198,378
9.3649,350,379
4.1073,350,379
0.694784,350,379
4.91572,350,379
2.06071,350,379
9.84765,350,379
6.93015,350,379
0.913616,350,379
5.81059,350,379
8.45987,350,379
8.42432,192,380
7.13869,192,380
8.21672,192,380
9.74418,192,380
0.394344,192,380
1.85737,192,380
4.29284,192,380
3.70104,192,380
2.2564,192,380
1.12106,192,380
1.95222,182,381
9.226,182,381
3.21574,182,381
1.27733,182,381
3.74179,182,381
4.04808,182,381
1.608,182,381
2.1834,182,381
6.75727,182,381
8.36521,182,381
0.591444,248,382
5.90339,248,382
2.22375,248,382
6.68825,248,382
5.80624,248,382
1.93361,248,382
5.23249,248,382
0.0559669,248,382
1.29798,248,382
6.81962,248,382
9.05064,272,383
2.95925,272,383
2.32468,272,383
7.77046,272,383
5.01605,272,383
2.68742,272,383
6.10602,272,383
8.80797,272,383
6.75221,272,383
9.31294,272,383
1.47638,258,384
4.75328,258,384
7.47775,258,384
6.33113,258,384
7.70994,258,384
9.74538,258,384
1.31925,258,384
7.22441,258,384
8.79737,258,384
1.64647,258,384
4.28522,210,385
5.514,210,385
6.15638,210,385
2.46659,210,385
0.177547,210,385
5.60383,210,385
1.92719,210,385
3.04499,210,385
1.48103,210,385
3.45228,210,385
2.09593,146,386
2.38056,146,386
3.61247,146,386
7.12571,146,386
6.9531,146,386
1.64645,146,386
0.367499,146,386
4.73746,146,386
3.97965,146,386
3.27783,146,386
2.91943,214,387
5.61941,214,387
3.32195,214,387
9.16988,214,387
3.48664,214,387
4.20241,214,387
8.12404,214,387
1.15815,214,387
3.96604,214,387
7.12247,214,387
4.97649,248,388
0.339521,248,388
7.10053,248,388
2.21114,248,388
2.33347,248,388
1.80826,248,388
5.39055,248,388
0.201861,248,388
5.66547,248,388
7.6373,248,388
6.29911,212,389
3.07457,212,389
4.88265,212,389
7.18155,212,389
6.69412,212,389
5.15542,212,389
8.80018,212,389
8.97393,212,389
2.20192,212,389
3.53764,212,389
6.29447,234,390
8.87168,234,390
2.15204,234,390
8.29817,234,390
1.25342,234,390
3.9219,234,390
4.12922,234,390
5.17863,234,390
7.29906,234,390
1.05502,234,390
1.65253,286,391
6.10555,286,391
9.0114,284,391
6.72493,284,391
1.3169,286,391
0.6895,286,391
1.39554,286,391
6.51858,284,391
7.70474,284,391
4.02816,286,391
0.999817,238,392
6.74874,238,392
5.08321,238,392
1.76287,238,392
2.97815,238,392
6.60703,238,392
0.968318,238,392
0.377838,238,392
9.64106,238,392
6.95112,238,392
1.33086,268,393
9.91578,268,393
4.63826,268,393
8.37033,268,393
0.85384,268,393
7.25412,268,393
8.12334,268,393
2.7064,268,393
5.43963,268,393
7.72927,268,393
0.0676097,218,394
9.2157,216,394
4.4963,216,394
1.27391,216,394
2.86681,216,394
8.46793,216,394
0.253965,218,394
9.36078,216,394
5.40888,216,394
9.36528,216,394
7.94488,278,395
1.24681,278,395
6.33873,278,395
3.82695,278,395
9.8004,278,395
5.34395,278,395
2.34938,278,395
9.11473,278,395
8.10583,278,395
3.66761,278,395
2.57989,258,396
0.317171,258,396
2.20064,258,396
6.66832,256,396
5.44251,256,396
0.886391,258,396
3.60285,258,396
9.52693,256,396
0.763335,258,396
2.4724,258,396
0.042895,298,397
9.20117,298,397
3.63316,298,397
5.83036,298,397
9.87726,298,397
6.84246,298,397
1.71248,298,397
4.10366,298,397
1.44866,298,397
4.3234,298,397
0.798318,282,398
3.05377,282,398
1.68445,282,398
8.35357,282,398
2.28416,282,398
7.29371,282,398
8.96784,282,398
2.9165,282,398
3.1412,282,398
1.7276,282,398
3.574,264,399
6.18638,264,399
2.50923,264,399
5.25042,264,399
7.58852,264,399
4.91855,264,399
8.44154,264,399
7.96258,264,399
1.12041,264,399
5.76205,264,399
3.98709,282,400
2.866,282,400
7.6538,282,400
9.51185,282,400
3.09651,282,400
9.58143,282,400
8.33041,282,400
2.79075,282,400
2.51903,282,400
4.81331,282,400
8.9924,166,401
6.34537,166,401
2.36659,166,401
9.64321,166,401
4.31257,166,401
9.8054,166,401
9.55391,166,401
4.46298,166,401
2.75893,166,401
4.38597,166,401
7.83273,276,402
0.0781141,276,402
9.93991,276,402
3.89686,276,402
1.76734,276,402
4.91232,276,402
3.3233,276,402
3.76079,276,402
5.86789,276,402
0.128079,276,402
0.435245,296,403
9.55078,294,403
5.74207,296,403
3.12355,296,403
5.50751,296,403
2.55097,296,403
2.10425,296,403
7.37097,296,403
8.78912,294,403
4.40626,296,403
9.80365,250,404
4.89976,250,404
8.42857,250,404
0.344078,250,404
6.41475,250,404
7.85154,250,404
5.47936,250,404
6.06879,250,404
1.514,250,404
9.79736,250,404
9.15776,274,405
2.78515,274,405
6.13307,274,405
8.22046,274,405
3.18046,274,405
9.71376,274,405
0.696216,274,405
0.50005,274,405
7.53448,274,405
8.94061,274,405
9.38827,292,406
5.58395,292,406
4.17341,292,406
8.38393,292,406
4.78321,292,406
3.07814,294,406
9.24811,292,406
8.189,292,406
4.33887,292,406
3.91761,292,406
2.15607,234,407
6.18839,234,407
3.41372,234,407
3.94616,234,407
7.42524,234,407
3.30155,234,407
4.77671,234,407
1.40406,234,407
5.20509,234,407
4.68263,234,407
4.88375,256,408
8.57749,256,408
6.10641,256,408
3.75938,256,408
4.07273,256,408
1.78511,256,408
5.88963,256,408
4.7198,256,408
5.90041,256,408
4.65978,256,408
3.42908,288,409
9.35116,288,409
0.0679812,288,409
9.38304,288,409
6.1227,288,409
7.04118,288,409
7.11489,288,409
4.58987,288,409
7.95142,288,409
8.47379,288,409
9.60103,290,410
8.43609,290,410
4.86546,290,410
9.70911,290,410
0.896222,290,410
7.05876,290,410
5.63984,290,410
3.78406,290,410
8.89608,290,410
3.16881,290,410
4.97898,278,411
2.78413,278,411
6.71985,278,411
6.88071,278,411
5.28633,278,411
3.28838,278,411
6.14667,278,411
3.00656,278,411
5.78951,278,411
1.64158,278,411
0.203112,248,412
4.3905,248,412
9.36014,248,412
5.9852,248,412
8.71335,248,412
3.8367,248,412
2.28937,248,412
5.9655,248,412
2.25872,248,412
9.0754,248,412
9.76904,266,413
7.98484,266,413
1.5801,266,413
7.77197,266,413
3.29152,266,413
6.4527,266,413
9.1095,266,413
0.411882,266,413
9.03667,266,413
6.64324,266,413
2.90393,234,414
5.96477,234,414
8.71764,234,414
8.14421,234,414
1.9249,234,414
0.752715,234,414
8.6588,234,414
0.21581,234,414
1.62696,234,414
2.2733,234,414
1.73824,188,415
8.98156,188,415
0.239322,188,415
6.59002,188,415
3.85615,188,415
1.91876,188,415
6.03331,188,415
3.48838,188,415
2.14785,188,415
1.74735,188,415
3.71714,296,416
1.04584,296,416
6.82311,296,416
4.3105,296,416
5.07195,296,416
9.34904,296,416
7.03746,296,416
3.17411,296,416
1.58795,296,416
9.54856,296,416
0.800465,206,417
5.6552,206,417
5.4239,206,417
4.08871,206,417
5.50467,206,417
5.40292,206,417
8.134,206,417
1.2767,206,417
0.29683,206,417
4.17535,206,417
5.52235,310,418
9.67516,310,418
8.51708,310,418
8.02048,310,418
7.28869,310,418
9.25789,310,418
2.85732,310,418
7.68276,310,418
1.4919,310,418
0.922363,310,418
1.94359,230,419
3.90184,230,419
8.06085,230,419
4.10368,230,419
3.66143,230,419
6.13766,230,419
2.76891,230,419
6.88585,230,419
1.77509,230,419
5.4512,230,419
2.45176,296,420
8.82773,296,420
1.00191,296,420
5.07499,296,420
4.14365,296,420
2.10169,296,420
1.70371,296,420
8.71331,296,420
6.73379,296,420
4.27238,296,420
9.42314,308,421
2.36445,308,421
7.96056,308,421
8.3863,308,421
0.837415,308,421
1.24076,308,421
2.22231,308,421
6.02081,308,421
1.29697,308,421
3.73478,308,421
1.09467,280,422
4.05691,280,422
9.39439,280,422
0.944064,280,422
6.11293,280,422
7.25398,280,422
5.64085,280,422
0.0690943,280,422
0.776672,280,422
5.67086,280,422
9.917,216,423
0.0807293,216,423
9.50397,216,423
9.66144,216,423
8.74782,216,423
5.79065,216,423
4.05789,216,423
6.2033,216,423
2.8453,216,423
8.07015,216,423
3.44137,274,424
0.695712,274,424
1.30139,274,424
5.858,274,424
4.15008,274,424
0.223828,274,424
2.16146,274,424
9.40083,274,424
8.20497,274,424
1.33938,274,424
9.93751,214,425
3.60975,214,425
4.4727,214,425
3.96916,214,425
8.51938,214,425
3.36637,214,425
5.74489,214,425
0.792367,214,425
3.24189,214,425
4.15581,214,425
4.01602,274,426
5.36564,274,426
8.25318,272,426
9.18464,272,426
9.48829,272,426
0.322302,274,426
9.76682,272,426
9.86838,272,426
9.15628,272,426
7.4684,272,426
6.57159,306,427
1.48257,306,427
9.37217,306,427
7.87582,306,427
4.7649,306,427
7.49849,306,427
5.13623,306,427
0.821507,306,427
4.4345,306,427
7.62944,306,427
9.79381,268,428
1.5981,268,428
9.05348,268,428
7.44122,268,428
1.273,268,428
9.4967,268,428
9.10877,268,428
5.84665,268,428
8.81421,268,428
4.17384,268,428
0.913026,290,429
8.77431,290,429
8.30561,290,429
5.28008,290,429
5.77295,290,429
2.49548,290,429
0.832335,290,429
4.94723,290,429
3.16285,290,429
3.33088,290,429
1.7031,278,430
2.63257,278,430
7.5876,278,430
2.43742,278,430
2.37501,278,430
1.30389,278,430
7.12789,278,430
2.33024,278,430
8.26837,278,430
8.33136,278,430
7.2383,312,431
8.78487,312,431
2.99552,312,431
1.65115,312,431
6.48321,312,431
4.21352,312,431
9.1991,312,431
0.552848,312,431
1.5287,312,431
8.59288,312,431
8.4428,220,432
7.50693,220,432
2.20298,220,432
1.40347,220,432
4.99743,220,432
6.14368,220,432
9.32622,220,432
5.11809,220,432
6.44128,220,432
3.91368,220,432
0.749093,260,433
9.23911,260,433
1.75502,260,433
4.8112,260,433
0.265123,260,433
2.35566,260,433
1.86035,260,433
0.395145,260,433
5.44745,260,433
2.97889,260,433
4.93226,236,434
2.34749,236,434
2.08836,236,434
3.80133,236,434
3.20411,236,434
5.48415,236,434
3.1206,236,434
2.27501,236,434
2.57999,236,434
2.94885,236,434
7.1139,278,435
0.503782,278,435
5.95617,278,435
3.28317,278,435
5.72363,278,435
8.0834,278,435
8.47701,278,435
6.91662,278,435
5.98945,278,435
2.36442,278,435
0.330593,252,436
5.21563,252,436
3.15481,252,436
4.04623,252,436
6.11718,252,436
9.59153,252,436
9.55576,252,436
2.76148,252,436
6.30739,252,436
4.05271,252,436
7.83665,276,437
3.57881,276,437
6.97013,276,437
3.82578,276,437
0.778053,276,437
5.7728,276,437
6.75463,276,437
5.89562,276,437
6.76886,276,437
9.94023,276,437
1.89194,230,438
2.61426,230,438
2.33387,230,438
4.33287,230,438
7.02039,230,438
0.74974,230,438
0.571512,230,438
9.81544,230,438
3.99958,230,438
0.654531,230,438
6.41233,270,439
6.29812,270,439
5.65442,270,439
5.55547,270,439
4.93504,270,439
3.10582,270,439
0.35877,270,439
2.29367,270,439
5.3818,270,439
5.38345,270,439
8.38252,286,440
7.31791,286,440
5.04247,286,440
0.0192208,286,440
5.01082,286,440
8.00758,286,440
1.66318,286,440
2.21414,286,440
9.42023,286,440
3.14154,286,440
1.60279,332,441
8.10677,332,441
7.52262,332,441
5.38342,332,441
3.92474,332,441
6.47284,332,441
3.70013,332,441
7.53376,332,441
8.32827,332,441
0.222686,332,441
4.94151,340,442
2.24892,340,442
6.00851,340,442
3.11434,340,442
3.58115,340,442
8.28798,340,442
6.01951,340,442
3.5864,340,442
9.76473,340,442
5.95544,340,442
6.28501,280,443
4.9778,280,443
1.88177,282,443
4.2639,280,443
3.2491,280,443
8.24213,280,443
4.81135,280,443
6.14918,280,443
7.27895,280,443
6.0632,280,443
8.8402,190,444
8.69421,190,444
8.57555,190,444
6.47922,190,444
6.29393,190,444
7.26544,190,444
8.5897,190,444
3.33949,190,444
7.44971,190,444
9.13653,190,444
8.21248,220,445
0.248275,220,445
2.69335,220,445
0.141541,220,445
5.84199,220,445
7.02512,220,445
1.37331,220,445
3.11553,220,445
1.2986,220,445
0.38571,220,445
7.60975,320,446
0.654111,320,446
1.93531,320,446
5.19021,320,446
4.04863,320,446
0.730385,320,446
4.01174,320,446
1.35405,320,446
3.23707,320,446
3.84517,320,446
0.893581,294,447
2.31186,294,447
1.01389,294,447
5.99064,294,447
4.8095,294,447
1.96327,294,447
2.15715,294,447
6.88795,294,447
0.0177648,294,447
6.63795,294,447
5.9161,216,448
6.10444,216,448
3.61618,216,448
1.80031,216,448
4.82582,216,448
7.90132,216,448
5.83167,216,448
2.01993,216,448
8.96852,216,448
9.0106,216,448
8.58866,334,449
9.36549,334,449
2.50279,334,449
3.72121,334,449
1.42568,334,449
3.97744,334,449
4.5594,334,449
6.2246,334,449
5.52643,334,449
6.33228,334,449
4.97341,340,450
7.69312,340,450
9.74308,340,450
9.26661,340,450
4.87768,340,450
8.11135,340,450
3.7005,340,450
5.39586,340,450
0.879512,340,450
9.32877,340,450
4.30139,332,451
0.725362,332,451
5.94883,332,451
9.35388,332,451
9.26678,332,451
0.072222,332,451
6.06488,332,451
7.97796,332,451
1.86047,332,451
0.580329,332,451
3.81699,314,452
4.1666,314,452
3.7078,314,452
3.3732,314,452
1.63454,314,452
2.61317,314,452
1.59177,314,452
8.89157,314,452
4.90459,314,452
6.20535,314,452
6.00316,366,453
6.1898,366,453
9.74595,366,453
8.62225,366,453
5.5,366,453
9.13697,366,453
5.80554,366,453
3.09831,368,453
9.5859,366,453
3.60788,368,453
2.02387,300,454
8.10783,300,454
3.90619,300,454
6.80014,300,454
8.14026,300,454
0.168091,300,454
9.83416,300,454
4.16109,300,454
8.48149,300,454
2.09814,300,454
5.05119,248,455
0.738069,248,455
3.31638,248,455
7.1908,248,455
8.333,248,455
7.77109,248,455
7.37327,248,455
3.29134,248,455
4.91611,248,455
9.93329,248,455
1.8944,270,456
9.72927,270,456
5.653,270,456
1.33376,270,456
7.45837,270,456
9.87031,270,456
3.61589,270,456
4.10388,270,456
1.0203,270,456
2.30207,270,456
6.41608,342,457
7.60409,342,457
3.78064,342,457
7.02411,342,457
0.418511,342,457
5.21293,342,457
7.52253,342,457
4.27524,342,457
7.20339,342,457
8.64333,342,457
1.60828,286,458
9.47438,284,458
7.09931,286,458
9.45745,284,458
5.93765,286,458
0.982896,286,458
2.10476,286,458
8.04034,286,458
1.87279,286,458
3.94573,286,458
1.75779,306,459
5.13206,306,459
4.69752,306,459
6.92965,306,459
3.17408,306,459
3.5601,306,459
0.888279,306,459
9.50625,306,459
2.093,306,459
3.60953,306,459
4.40971,270,460
7.11255,270,460
2.46199,270,460
5.74153,270,460
5.25445,270,460
0.501649,270,460
1.16018,270,460
2.52234,270,460
3.76939,270,460
6.9286,270,460
3.94312,260,461
1.9181,260,461
4.64552,260,461
8.7064,260,461
5.30664,260,461
5.95499,260,461
0.447403,260,461
3.69139,260,461
9.94034,260,461
5.19737,260,461
1.19471,314,462
0.821978,314,462
7.51905,314,462
9.44858,314,462
1.48075,314,462
8.42236,314,462
5.39754,314,462
8.86989,314,462
0.572045,314,462
3.95293,314,462
7.74723,270,463
9.39134,270,463
2.2962,270,463
7.93672,270,463
2.24419,270,463
2.4626,270,463
2.88129,270,463
1.89681,270,463
4.43002,270,463
0.0560683,272,463
7.12348,312,464
2.0456,312,464
3.19423,312,464
6.64062,312,464
0.765853,312,464
6.32503,312,464
4.85725,312,464
1.10813,312,464
5.91182,312,464
4.56225,312,464
4.23573,272,465
7.73433,272,465
2.3563,272,465
9.10087,272,465
1.66876,272,465
7.38697,272,465
9.25706,272,465
4.49804,272,465
1.91813,272,465
9.8744,272,465
1.78004,370,466
2.44764,370,466
9.08609,370,466
1.60434,370,466
0.0981736,370,466
7.58516,370,466
